Nr.,Datum,Grund/Anlass,Ort bzw. Wegstrecke
247.0,2023-09-01 00:00:00,Antikriegstag,Antikriegsdenkmal Rotteckring Rathausgasse
248.0,2023-09-01 00:00:00,Antikriegstag,Dorfbrunnen zum EKZ Weingarten
249.0,2023-09-02 00:00:00,Für eine konsequente Politik des Friedens,Konrad-Adenauer-Platz mit Aufzug
250.0,2023-08-24 00:00:00,Unabhängigkeitstag der Ukraine,Platz der Alten Synagoge
251.0,2023-09-09 00:00:00,Vegane Ernährung,Bertoldsbrunnen
252.0,2023-08-26 00:00:00,"""Wir fordern eine Aufarbeitung der Corona-Politik""",Augustinerplatz
253.0,2023-08-25 00:00:00,Abschied nehmen von den angelieferten Tieren,"Schlachthof, Tullastraße"
254.0,25.08.203,Giftmülldeponie im Elsass: Stocamine,Platz der Alten Synagoge
255.0,2023-09-02 00:00:00,Vegane Ernährung,Bertoldsbrunnen
256.0,2023-09-02 00:00:00,Weltfrieden durch inneren Frieden,Stadtgarten
257.0,2023-09-15 00:00:00,Globaler Klimastreik,PdAS mit Aufzug anschl. Rempartstraße und Parkplatz Stefan-Meier-Str.
258.0,2023-09-09 00:00:00,Flashmob nachträglich zum Jubiläum von UNICEF Deutschland mit Infostand,PdAS
259.0,2023-09-09 00:00:00,Konsumkritik,Kaiser-Joseph-Straße 192 (vor dem Bekleidungsgeschäft H&M)
260.0,2023-08-29 00:00:00,Protestmarsch ,Hauptbahnhof mit Aufzug
261.0,2023-09-16 00:00:00,Jahrestag Ermordung von Mahsa Amini,Platz der Alten Synagoge
262.0,2023-09-16 00:00:00,Für eine konsequente Politik des Friedens und der Völkervertändigung,Konrad-Adenauer-Platz mit Aufzug
263.0,2023-09-05 00:00:00,,Bereich Johanneskirche
264.0,2023-09-02 00:00:00,"Stop Stocamine, rettet unser Trinkwasser",Platz der Alten Synagoge
265.0,2023-09-07 00:00:00,Welche Bedeutung hat Bargeld in einer digitalen Gesellschaft?,Ecke Kaiser-Joseph-Straße/ Schiffstraße
266.0,2023-09-07 00:00:00,"""Dieti kühlt!""",Platz der Alten Synagoge mit Aufzug
267.0,2023-09-17 00:00:00,Pop-Up-Boulevard Lorettostraße,Lorettostraße zwischen Goethestr. und Schwimmbadstraße
268.0,2023-09-16 00:00:00,Im Gedenken an Jina Masha Amini und die Aufstände im Iran gegen die Diktatur der Islamischen Republik Iran,Platz der Alten Synagoge
269.0,2023-09-13 00:00:00,Forderungen zum Tarifvertrag,Lörracher Str. 4/ Basler Str. 
270.0,2023-09-17 00:00:00,Fancy Women Bike Ride,Fahrraddemo ab Platz der Alten Synagoge
271.0,2023-09-23 00:00:00,gegen miese Arbeitsbedingungen in der Gastronomie,Rennweg
272.0,2023-09-23 00:00:00,Bildungswende - jetzt !,Europaplatz
273.0,2023-09-23 00:00:00,Vegane Ernährung,Bertoldsbrunnen
274.0,2023-09-23 00:00:00,Carl-Kistner-Straße ,Carl-Kistner-Straße
275.0,2023-09-23 00:00:00,Kidical Mass - Fahrraddemo für kinderfreundlicheren Verkehr,Aufzug durch Haslach
276.0,2023-09-23 00:00:00,Frieden in der Welt,Kartoffelmarkt
277.0,2023-09-23 00:00:00,Kundgebung Flächenfraß,Kartoffelmarkt
278.0,2023-09-22 00:00:00,2-RAD-Bus,Aufzug zur Lorettostraße
279.0,2023-09-29 00:00:00,Abschied nehmen von den angelieferten Tieren,"Schlachthof, Tullastraße"
280.0,2023-09-28 00:00:00,Tag für sichere Schwangerschaftsabbrüche,EKZ Weingarten
281.0,2029-09-28 00:00:00,Safe Abortion Day,Platz der Alten Synagoge
282.0,2023-09-29 00:00:00,Fast Fashion,Rathausplatz
283.0,2023-09-30 00:00:00,gegen die Teilrodung des Dietenbachwaldes für eine Gasleitung im Oktober,Platz der Alten Synagoge mit Aufzug
284.0,2023-09-30 00:00:00,Todesursache Flucht - Lesung der Liste der Toten an den Grenzen Europas,Platz der Alten Synagoge
285.0,2023-09-28 00:00:00,Safe Abortion Day,Platz der Alten Synagoge
286.0,2023-09-28 00:00:00,Mahnwache für die Opfer von Abtreibung,Platz der Alten Synagoge
287.0,2023-09-30 00:00:00,Haltung von Milchkühen,Breisacher Straße vor REWE Schneider
288.0,ab 02.10.2023,"Soziale Ungerechtigkeit, Gesundheitsschutz, Umweltschutz und Freiden",Platz der Alten Synagge
289.0,2023-10-03 00:00:00,jüdisches Leben und Laubhüttenfest 1940 und heute,Neue Synagoge mit Aufzug zum Platz der Alten Synagoge
290.0,2023-10-04 00:00:00,Tarifvertrag,"BHG Autohaus, Lörracherstraße 4"
291.0,2023-10-05 00:00:00,für Frieden und Abrüstung,Bertoldsbrunnen
292.0,"07.10.2023
21.10.2023",vegane Ernährung,Bertoldsbrunnen
293.0,2023-10-07 00:00:00,Für eine konsequente Politik des Friedens,Konrad-Adenauer-Platz mit Aufzug
294.0,2023-10-07 00:00:00,Freiheit für Öcalan,Europaplatz mit Aufzug
295.0,2023-10-07 00:00:00,Weltfreiden für inneren Frieden,Rathausgasse 50 mit Aufzug
296.0,2023-09-29 00:00:00,Protest wegen des Terroristen Angriff auf kosovarische Polzeibeamte durch serbische Terroristen Militär,Platz der Alten Synagoge
297.0,2023-10-08 00:00:00,Klimaschutzmaßnahmen,Platz der Alten Syngoge
298.0,2023-10-09 00:00:00,Ereignisse Israel,Neue Synagoge 
299.0,2023-10-12 00:00:00,Autofreie Rempartstraße,Rempartstraße
300.0,2023-10-13 00:00:00,Ampelaktion: Schlachtung ohne Achtung,Ecke Kajo/Schreiberstraße
301.0,2023-10-13 00:00:00,schlechte Tierschutzbedingungen bei Lidl,Lidl-Filiale Habsburgerstr. 19
302.0,2023-10-14 00:00:00,stiller Marsch gegen Menschenhandel,Platz der Alten Synagoge mit Aufzug
303.0,2023-10-14 00:00:00,"Frieden, Abrüstung",Bertoldsbrunnen
304.0,2023-10-14 00:00:00,Moderne Sklaverei und Menschenhandel,Rathausplatz
305.0,2023-10-16 00:00:00,Abschied nehmen von den angelieferten Tieren,"Tullastraße, Schlachthof"
306.0,2023-10-16 00:00:00,Übergabe der Forderung zum Tarifvertrag,"BHG Autohaus, Lörracherstraße 4"
307.0,2023-10-20 00:00:00,Gedenkfeier anlässlich des Jahrestags der Deportation der Freiburger jüdinnen und Juden nach Gurs (22.10.1940),Platz der Alten Syngoge
308.0,2023-10-20 00:00:00,"Gegen das Vergessen! Wir haben mitgemacht""",Augustinerplatz
309.0,2023-10-20 00:00:00,Geschehnisse im Nahen Osten ,vom Münsterplatz durch die Innenstadt zum Augustinerplatz
310.0,2023-10-28 00:00:00,Für eine konsequente Politik des Friedens und der Völkervertändigung,Beginn und Ende des Aufzugs am Konrad-Adenauer-Platz
311.0,2023-10-28 00:00:00,Soziale Rechte für Alle. Keine Ausgrenzung!,Beginn und Ende des Aufzugs am Platz der Alten Synagoge
312.0,2023-10-25 00:00:00,Für eine moderne Bildungspolitik. Digitalisierung!,Platz der Alten Syngoge
313.0,2023-10-27 00:00:00,2-RAD-Bus,Aufzug von der Hardt bis Lorettoschule
314.0,2023-10-23 00:00:00,Stoppt den Krieg-Frieden und Gerechtigkeit für Palästina/Israel,Augustinerplatz
315.0,"02.10.2023
31.10.2023",Dauermahnwache zur Rodung für eine Gasleitung im Dietenbachwald werktags von 08:00 bis 18:00 Uhr mit wecheslnden Teilnehmern,"Langmattenwäldchen, Waldweg Heuweg"
316.0,2023-10-29 00:00:00,Gedenken der Opfer des Stalinismus,Platz der Alten Synagoge
317.0,2023-10-21 00:00:00,Wiederstand gegen die Rodung des Dietenbachwaldes,Vor dem Glashaus Rieselfeld 
318.0,2023-10-19 00:00:00,Klimaschutz,Stadtgarten mit Aufzug
319.0,2023-10-27 00:00:00,Hungerstreik eines Bürgers durch miserable Haftbedingungen in Stammheim ,Ecke Kajo/Wasserstraße 
320.0,2023-10-30 00:00:00,Kundgebung zur Geiselnahme der 222 Menschen in Gaza,Platz der Alten Syngoge
321.0,2023-10-26 00:00:00,Salam.Shalom. Bridges of light./Für Frieden und Hoffnung ,Nepomukbrücke Ebnet
322.0,2023-10-29 00:00:00,Abschlussveranstaltung Jüdische Kulturtage und Solidaritätskundgebung mit Israel,Platz der Alten Synagoge
323.0,2023-10-13 00:00:00,Palästina Solidarität ist kein Verbrechen ,Theatervorplatz
324.0,2023-10-22 00:00:00,Pro Palästina Versammlung,Platz der Alten Synagoge
325.0,2023-11-02 00:00:00,Notwendigkeit von Klimaschutzmaßnahmen,Tanzbrunnen Remartstraße
326.0,"04.11.2023
02.12.2023
13.01.2024",vegane Ernährung,Bertoldsbrunnen
327.0,2023-11-04 00:00:00,Für eine konsequente Politik des Friedens und der Völkerverständigung,Konrad-Adenauer-Platz mit Aufzug
328.0,2023-10-28 00:00:00,Mahnwache für Menschen in Gaza,Augustinerplatz
329.0,"06.11.2023
07.11.2023
08.11.2023
10.11.2023
11.11.2023",Mahnwache von Ärzt_innen und anderen im medizinischen Bereich Tätigen für eine Unterbrechung der Kriegshandlungen in Gaza,Augustinerplatz
330.0,2023-10-28 00:00:00,Pro Waffenruhe in Palästina,Johanneskirche an der Basler Straße
331.0,2023-11-03 00:00:00,Weltmännertag,Rathausplatz
332.0,2023-11-04 00:00:00,Freiheit für politische Gefangene in türkischen Gefängnissen,Ecke Kajo/Wasserstraße 
333.0,07.11.2023-26.12.2023,Verkehrswende und Klimagerechtigkeit,Rempartstraße
334.0,2023-11-04 00:00:00,zum internatioanlen Weltkobanetag,Platz der Alten Synagoge
335.0,2023-11-04 00:00:00,Stoppt den Krieg gegen Gaza,Stühlinger Kirchplatz zum Augustinerplatz 
336.0,2023-11-09 00:00:00,Gedenkfeier anlässlich des Jahrestags der Pogromnacht (09.11.1938),Platz der Alten Synagoge
337.0,2023-11-11 00:00:00,Solidarität mit der Ukraine,"Bertoldsbrunnen, vor dem WMF"
338.0,2023-11-10 00:00:00,"Mahnwache für den Frieden, in der Ukraine und Nahost ",Bertoldsbrunnen 
339.0,2023-11-08 00:00:00,Performatives Projekt zu den Geiselnahmen der Hamas während des Terrorangriffs auf Israel 2023,Platz der Alten Synagoge mit Aufzug
340.0,2023-11-11 00:00:00,"Frieden, Abrüstung",Augustinerplatz
341.0,2023-11-11 00:00:00,Freiheit für Abdullah Öcalan,Platz der Alten Synagoge 
342.0,2023-11-09 00:00:00,TVL-Tarifrunde ,Platz der Universität mit Aufzug 
343.0,2023-11-11 00:00:00,Wir gemeinsam für eine bessere Zukunft in Deutschland,Konrad-Adenauer-Platz mit Aufzug
344.0,2023-11-11 00:00:00,Protestaktion mit Sandwiches gegen Krieg und Aufrüstung,Kaiser-Joseph-Straße 
345.0,2023-11-07 00:00:00,Für den erhalt des Klimacamps und des Dietenbachwaldes und eine konsequente Klimapolitik,Platz der Alten Synagoge mit Aufzug
346.0,2023-11-11 00:00:00,Waffenruhe jetzt! -Stop the genocide in Gaza!,Stühlingerplatz/ Konrad-Adenauer-Platz mit Aufzug Innenstadt
347.0,2023-11-10 00:00:00,Fahrrad-Dankstelle: Wir danken Radfahrer:innen fürs Radfahren mit Keksen und einem Dankeschön. ,Schlüsselstraße Ecke Hauptstraße 
348.0,"12.11.2023-
17.12.2023 Sonntage",Mahnwache jeden Sonntag zum Erhalt des Dietenbachwalds,"Mundenhoferstraße, 
Höhe Langmattenwäldchen auf dem Grasmittelstreifen"
349.0,2023-11-12 00:00:00,"Für die von der Hamas entführten Frauen, für Humanität ",Platz der Alten Synagoge
350.0,2023-11-17 00:00:00,Schweige-Kundgebung Stoppt den Krieg! Waffenstillstand jetzt,Europaplatz mit Aufzug
351.0,2023-12-02 00:00:00,"Freiheit, und authentisch auszudrücken. Durch Bewegung, Stimme und Emotionen zeigen",Platz der Alten Synagoge
352.0,2023-11-18 00:00:00,Nie wieder Nationalismus!,Stühlinger Kirchplatz
353.0,2023-11-15 00:00:00,"Situation in Israel und Gaza, Geiseln der Hamas, Bombardierung von Gaza",PdAS
354.0,2023-11-18 00:00:00,Sozialkürzungen stoppen ! Soziale Angebote in Gefahr,Platz der Alten Synagoge mit Aufzug
355.0,2023-11-20 00:00:00,Trans Day of Remembrance,Platz der Alten Synagoge zum Augustinerplatz
356.0,2023-11-24 00:00:00,2-RAD-Bus,Langemarckstr. Ecke Birkeweg mit Aufzug bis Lorettostraße
357.0,2023-11-22 00:00:00,"Situation in Israel und Gaza, Geiseln der Hamas, Bombardierung von Gaza",Tanznetz Freiburg (Poststraße 3) mit Aufzug bis PdAS
358.0,2023-11-22 00:00:00,Kundgebung im Rahmen eines gewerkschaftlichen Warnstreik,Freiburg vor dem St. Josefshaus
359.0,2023-11-24 00:00:00,Abschied nehmen von den angelieferten Tieren,"Schlachthof, Tullastraße"
360.0,25.11.2023 + 09.12.2023,"Frieden, Abrüstung",Bertoldsbrunnen 
361.0,2023-11-25 00:00:00,Hände weg vom Dietenbachwald,Rempartstraße mit Aufzug bis Parkplatz Mundenhof
362.0,2023-11-25 00:00:00,gegen Gewalt an Frauen und Mädchen,Platz der Alten Synagoge
363.0,2023-11-27 00:00:00,weg mit dem PKK-Verbot,Platz der Alten Synagoge mit Aufzug
364.0,2023-11-25 00:00:00,Waffenruhe jetzt!  Stop the genocide in Gaza!,Augustinerplazu (Auftaktkundgebung) – Gerberau – Kaiser-Joseph-Straße – Europaplatz – Friedrichring – Rotteckring – Eisenbahnstraße – Bismarckallee – Wiwilí-Brücke – Stühlingerplatz (Abschlusskundgebung)
365.0,2023-11-25 00:00:00,Gegen Gewalt an Frauen,Augustinerplatz - Gerberau - Kaiser-Joseph-Straße - Bertoldstraße - Konrad-Adenauer-Platz
366.0,2023-11-28 00:00:00,Erhalt des Dietenbachwalds,Rathausplatz
367.0,2023-11-28 00:00:00,"Verteilaktion an eintreffende Gemeinderätinnen und -räte vor dem Innenstadtrathaus anlässlich der 
Gemeinderatssitzung",Rathausplatz
368.0,2023-11-30 00:00:00,Tarifrunde swe Länder 2023,Gewerkschaftshaus verdi mit Aufzug zum Augustinerplatz
369.0,2023-11-27 00:00:00,Gedenken an die Bombardierung Freiburgs vor 79 jahren am 27.11.1944,Münsterplatz mit Aufzug bis zum Rathausplatz
370.0,2023-12-02 00:00:00,"Gefährden die neue WHO-Vorhaben unsere freiheitliche demokratische Grundordnung? Infos zum WHO-
Pandemievertrag und den Änderungen der Internationalen Gesundheitsvorschriften",Augustinerplatz
371.0,2023-12-02 00:00:00,Aktion gegen Umweltzerstörung und Krieg,EKZ Weingarten
372.0,02.12.+09.12.+16.12.2032,Antifaschistischer Advent,Ecke Rotteckring/ Rathausgasse
373.0,2023-12-05 00:00:00,Asylrecht,"Eschholzpark, Ecke Berufliches Schulzentrum"
374.0,2023-12-06 00:00:00,Asylrecht,"Holzmarkt, Motorradparkplatz"
375.0,2023-12-07 00:00:00,Asylrecht,Ecke Johann-Sebastian-Bach-Str. / Brucknerstr.
376.0,2023-12-07 00:00:00,SOS Kitas Donner(stag) für gute Kitas,vor dem Innenstadt Rathaus
377.0,2023-12-07 00:00:00,Streik Tarifrunde AOK,"Fahnenbergplatz, Grünfläche"
378.0,2023-12-05 00:00:00,"Wir FahrenZusammen möchte auf die Übergabe der Forderung der Bus und Bahnfahrenden im Tarifstreit
aufmerksam machen",Bertoldsbrunnen
379.0,2023-12-08 00:00:00,zum Gedenken der Verstorbenen im Mittelmeer 2023,Europaplatz
380.0,2023-12-09 00:00:00,Hanukkah Veranstaltung als solidarische Unterstützung der Geiseln der 7. Oktober,Platz der Alten Synagoge
381.0,2023-12-09 00:00:00,internationale Tag der Menschenrechte,Bertoldsbrunnen
382.0,2023-12-16 00:00:00,Krieg in Gaza,Stühlinger Kirchplatz mit Aufzug bis Konrad-Adenauer-Platz
383.0,2023-12-10 00:00:00,Mahnwache,Augustinerplatz
384.0,2023-12-14 00:00:00,"Licht, Hoffnung & Frieden",Europaplatz zum Platz der Alten Synagoge
385.0,2023-12-14 00:00:00,Protektaktion im Zuge einer unbegründeten fristlosen Kündigung einer Ärztin,vor dem Josefskrankenhaus mit Aufzug
386.0,2023-12-16 00:00:00,für Waffenstillstand für Gaza/ Frieden im Nahen Osten,Bertoldsbrunnen
387.0,2023-12-18 00:00:00,2-Rad-Bus zur Unterstützung der Schulwegsicherheit,Aufzug zur Lorettostraße
388.0,2023-12-16 00:00:00,Pro-Israel Demo (Gegendemo zu Palästina spricht),Stadtbahnbrücke
389.0,2023-12-18 00:00:00,Beendigung der Agrardiesel/Kfz-Steuer Subventionen,SC-Stadion mit Aufzug nach St.Peter
390.0,2023-12-16 00:00:00,Pro-Israel Demo (Gegendemo zu Palästina spricht),Wiwili-Brücke 
391.0,2023-12-29 00:00:00,Abschied nehmen von den angelieferten Tieren,"Tullastraße, Schlachthof"
392.0,2023-12-22 00:00:00,Gerechtigkeit für die Ermordeten des 23.12.2023,Platz der Alten Synagoge
393.0,2023-12-30 00:00:00,Stopp den Völkermord in Gaza,Konrad-Adenauer-Platz – Wilhelmstraße – Belfortstraße – Rempartstraße – Kaiser-Joseph-Straße – Rathausgasse – Rathausplatz.
394.0,2024-01-12 00:00:00,Kundgebung anlässlich der Kürzungen der Agrardiesel-Beihilfen und Agrarpolitik,Münsterplatz sowie Sternfahrten
