Datum,Unnamed: 1,erwartete TN-Zahl,Thema
2023-12-02 00:00:00,Deutzer Werft bis Deutzer Werft,1000,Solidarität mit der Zivilbevölkerung in Gaza
2023-12-02 00:00:00,Bezirksrathaus Kalk,5,Gegen Sozialbau und die Klinkschließungen Riehl und Holweide
2023-12-03 00:00:00,Aachener Weiher,3000,Give peace a chance! Menschlichkeit und Frieden statt Terror und Krieg
2023-12-04 00:00:00,Stadtteilbibliothek Kalk,10,Internationaler Tag für Menschen mit Behinderung
2023-12-04 00:00:00,"Aachener Straße 220, Bezirksrathaus Lindenthal",50,Rettet unsere Kita- Versammlung gegen die Schließeung der Kindertagesstätte Weyertal 113 in Köln-Lindenthaler
2023-12-06 00:00:00,Bahnhofsvorplatz,,Politische Haft in der Türkei und im Iran
2023-12-07 00:00:00,Theo-Burauen-Platz,12,Schafft endlich die Obdachlosigkeit ab
2023-12-07 00:00:00,Vor dem Rathauseingang,5,"Verkehrswende Köln, Ost-West-Achse"
2023-12-07 00:00:00,Albertus-Magnus-Platz,50,"Kundgebung gegen Antisemitismus und Israelfeinglichkeit an
Universitäten, für Solidarität mit den israelischen Opfern und Geiseln."
2023-12-07 00:00:00,Lina-Bommer-Weg 9-11,150,verdi Warnstreik AOK Rheinland-Hamburg
2023-12-07 00:00:00,Theo-Burauen-Platz,150,"Unterstützende Kundgebung zur Ratssitzung – Mahnmal zum Gedenken an die Opfer von Unterdrückung, Rassismus, Gewalt und Menschenrechtsverletzungen"
2023-12-07 00:00:00,Breite Straße / Auf der Ruhr,20,Wir wollen den runden Tisch mit dem ÖFR
2023-12-08 00:00:00,Toyota Allee 42A,100,Gegen den Ausverkauf des Menschenrechte an das iranische Regime
2023-12-08 00:00:00,"Albertus-Magnus-Platz
Universitätsstraße/Dürener Straße",150,Demonstration für bessere Fahrradwege
2023-12-08 00:00:00,Wallrafplatz,20,Schutz und Asyl für alle die den Kriegsdienst verweigern
2023-12-08 00:00:00,Bahnhofsvorplatz,250,Tarifverhandlungen / Arbeitsentlastung / Aufwertung Schichtdienst / Fachkräftemangel
2023-12-09 00:00:00,Bahnhofsvorplatz,30,Christliche Werte in Politik und Gesellschaft
2023-12-09 00:00:00,Barthonia Forum,30,VOM COP(28) bis Köln: Klimakiller stoppen
2023-12-09 00:00:00,"Breslauer Platz
Sudermannplatz",80,Welttag der Menschenrechte
2023-12-09 00:00:00,"Leverkusen, Wiesdorfer Marktplatz",50,Globale Umweltkatastrophe hat begonnen - jährlicher Weltklimaaktionstag der Umweltgewerkschaft Köln/Leverkusen
2023-12-09 00:00:00,Schildergasse (P&C),15,Weihnachten ohne Tierleid
2023-12-09 00:00:00,Sudermanplatz bis Uniwiesn,200,"Klimakrise, leere Versprechen der UN-Klimakonferenz (COP28)"
2023-12-09 00:00:00,Bahnhofsvorplatz,400,Stoppt den Krieg in Palästina
2023-12-09 00:00:00,Günter-Wand-Platz,50,Menschenrechtsverletzungen in Belutschistan und Iran
2023-12-09 00:00:00,Liverpooler Platz,10,Der Blaue Weihnachtsmann stellt sein alternatives Regierungssofortprogramm vor
2023-12-09 00:00:00,Bezirksrathaus Kalk,5,Gegen Sozialbau und die Klinkschließungen Riehl und Holweide
2023-12-10 00:00:00,Bahnhofsvorplatz,60,Frieden in Palästina
2023-12-10 00:00:00,"Hans-Böckler-Platz

Lindenbornstraße (Grundschule)",450,Kidical Mass
2023-12-10 00:00:00,Breslauer Platz,500,Solidarität mit Palästina - Kundgebung für die Freiheit
2023-12-10 00:00:00,"Am Pistorhof
Subbelrather Straße/Leyendecker Straße",80,Kidical Mass - Zubringer Ossendorf
2023-12-10 00:00:00,Breslauer Platz (HRS Group/Wyndham),30,Gegen die Achse des Bösen! Solidarität mit Israel! Solidarität mit der Ukraine! Für einen freien Iran!
2023-12-10 00:00:00,Bahnhofsvorplatz,30,Freiheit für Werisha Muradi und alle politischen Gefangenen im Iran
2023-12-10 00:00:00,"Bahnhofsvorplatz, Chargesheimerplatz",15,Mahnwache: Klare Kante gegen jede Dämonisierung Israels
2023-12-12 00:00:00,Gottesweg,8,"Gegen Militarismus, Krieg und Sozialabbau"
2023-12-13 00:00:00,Pariser Platz,100,Gegen die Missstände in Mietwohnungen in Choweiler-Mitte und Seeberg
2023-12-13 00:00:00,Rathenauplatz,75,"Stille Mahnwache zum Gedenken an die Frauen und Mädchen, die Opfer der sexualisierten Gewalt der Hamas am 07.10.2023 geworden sind"
2023-12-14 00:00:00,Rheinufer Deutz,15,Mahnwache für den Frieden. Gedenken aller ziviler Opfer der sich verschärfenden Konflikte
2023-12-14 00:00:00,Kalk Kapelle,50,Kritik an Ausländerbehörden
2023-12-14 00:00:00,Breite Straße / Auf der Ruhr,20,Wir wollen den runden Tisch mit dem ÖFR
2023-12-15 00:00:00,"Bertha-_Sander-Straße 15
…
GGS Maria Montessori",150,Fahrradbus: Anmahnen von sicherer Radinfrastruktur für Schüler*innen
2023-12-15 00:00:00,Breslauer Platz,30,Gegen Hinrichtungen im Iran
2023-12-15 00:00:00,"Ecke Taunusstraße/Gießener Str
",6,Stoppt das Massaker in Gaza - Waffenstillstand jetzt
2023-12-15 00:00:00,Domplatte RB,30,Wo ist Alexej Nawalny
2023-12-16 00:00:00,Domplatte (Kreuzblume),30,Christlche werte in Politik und Gesellschaft
2023-12-16 00:00:00,Breslauer Platz,80,Pogrom von Maras
2023-12-16 00:00:00,Schildergasse (P&C),10,Die Liebe und die Freiheit
2023-12-16 00:00:00,"Zülpicher Straße 268
Aachener Straße 259",15,Versammlung gegen das Gericht Stopfleber (Foie Gras)
2023-12-16 00:00:00,"Sudermanplatz
Felix-Rexhausen-Platz",50,Mutige Bürger für ein friedliches Deutschland - gegen Fremdenhass und Antisemitismus
2023-12-16 00:00:00,Ricarda-Huch-Straße,20,Warme Weihnachten für Obdachlose in den leerstehenden Stammheimer GAG-Wohnungen!
2023-12-17 00:00:00,"Nassaustraße, Bürgerzentrum Kalk",20,Wanderbaumumzug - Mehr Grün und weniger Parkplätze in Kalk
2023-12-17 00:00:00,Johannes-Giesberts-Park,50,Rettet die Hundefreilauffläche
2023-12-19 00:00:00,Obenmarspforten 40,10,Öffentlich rechtlichen Rundfunk & freie Presse stärken und erhalten! Kein Platz für Fakenews und Manipulation!
2023-12-19 00:00:00,Wiener Platz,50,Mietwahnsinn und hohe Nebenkosten
2023-12-20 00:00:00,Bahnhofsvorplatz,40,Solidarität mit Betroffenen von Hausdurchsuchungen
2023-12-21 00:00:00,Bahnhofsvorplatz,20,Förderung von christlichen Werten
2023-12-23 00:00:00,Bahnhofsvorplatz,25,Christlche werte in Politik und Gesellschaft
2023-12-23 00:00:00,"Mailänder Passage
Liverpooler Platz",15,Demosntration gegen Christenverfolgung
2023-12-23 00:00:00,Breslauer Platz,200,Gedenken an die Opfer in Gaza
2023-12-23 00:00:00,Günter-Wand-Platz,20,Genozid und Ausbeutung in der Demokratischen Republik Kongo
2023-12-23 00:00:00,"Breslauer Platz
Turiner Straße",10,MAHNWACHE: Klare Kante gegen jede Dämonisierung Israels
2023-12-23 00:00:00,Ricarda-Huch-Straße,20,Warme Weihnachten für Obdachlose in den leerstehenden Stammheimer GAG-Wohnungen!
2023-12-24 00:00:00,Domplatte (Römerbogen),10,Stoppt den Krieg im Nahen Osten für Waffenstillstand und Friedensverhandlungen
2023-12-29 00:00:00,Domplatte (Römerbogen),4,Für ein christliches Miteinander
2023-12-30 00:00:00,"Rudolfplatz
Brüsseler Platz
Hans-Böckler-Platz",100,Freiheit für alle (politischen Gefangenen)
2023-12-30 00:00:00,Domplatte Domforum,20,"Tierrechte, Veganismus"
2023-12-30 00:00:00,Richarda-Huch-Straße,20,Leerstehende GAG-Wohnungen in Köln Stammheim für Obdachlose öffnen!
2023-12-31 00:00:00,Wallrafplatz,20,Gegen sexualisierte Gewalt und Rassismus
2023-12-31 00:00:00,"Rochusstraße 350, JVA",10,Rechte von Gefangen (freie Ärzt*innen-Wahl) und Silvestergrüße
         20.02.22,Deutzer Werft,1500,Schluss mit der Preissteigerung - unser Leben muss bezahlbar sein!
 03.04.23 17.04.23  24.04.23       ,"Leverkusen, Friedrich-Ebert-Plazt",30,Ich möchte mein Aufenthaltsrecht zurück
 07.06.23 10.06.23 12.06.23,Bahnhofsvorplatz,8,Menschenrechte im Iran
01.07.23 22.07.23,Schildergasse P&C,25,Tierrechtsaktivismus
01.08.23 02.08.23 03.08.23 04.08.23 05.08.23 06.08.23,"Domplatte RB bis Domforum, am Samstag Roncalliplatz",10,Stille Mahnwache zum Missbrauchskandal in der kath. Kirche
01.09.23 02.09.23 03.09.23 04.09.23 05.09.23 06.09.23 07.09.23 08.09.23 09.09.23 10.09.23 11.09.23 12.09.23 ,L.Fritz-Gruber-Platz,15,Zur Verteidiugng der Frauenrechte in Afghanistan
"01.12.23
08.12.23
15.12.23",Pfarrer-Maybaum-Weg 47 bis Am Rosenmaar 3,70,"Fahrradbus, Anmahnen von sicherer Radinfrastruktur für Schüler*innen"
02.01.23          09.01.23,"Leverkusen, Friedrich-Ebert-Platz",30,"Asylrecht, Aufenthaltrecht"
02.01.23       09.01.23         16.01.23     23.01.23           30.01.23,Alter Markt,500,"Schluss mit der Preissteigerung - unser Leben muss bezahlbar sein!  Schluss mit Waffenlieferung in Kriegsgebiete - wir brauchen Friedensverhandlungen!
Schluss mit allen Corona Maßnahmen - wir brauchen ehrliche Aufklärung!"
"02.01.23
06.02.23
06.03.23
03.04.23",Wiener Platz,20,Protest gegen Teuerungen
"02.01.23
09.01.23
16.01.23
23.01.23
30.01.23","Gürzenichstraße/Heumarkt
Hohenzollernring/Ehrenstr.",20,Coronamaßnahmen krtisieren JA - Mit Nazis spazieren NEIN
"02.01.23
09.01.23
16.01.23
23.01.23
30.01.23
06.02.23
13.02.23
27.02.23
06.03.23
13.03.23
20.03.23
27.03.23",Alter Markt,300,Schluss mit der Preissteigerung - unser Leben muss bezahlbar sein! Schluss mit Waffenlieferung in Kriegsgebiete - wir brauchen Friedensverhandlungen! Schluss mit allen Corona Maßnahmen - wir brauchen ehrliche Aufklärung!
"02.02.23
09.02.23",Appellhofplatz (WDR),15,"Wir wollen den ""Runden Tisch"" mit dem ÖFR"
02.03.23 09.03.23,Appellhofplatz,15,Wir wollen den runden Tisch mit dem ÖFR
02.05.23    03.05.23      04.05.23         05.05.23,Lindeburger Allee,300,Schulstraße: Anmahnen von sicheren Schulwegen und Freiräume für Kinder und Jugendlihe
02.05.23 03.05.23 04.05.23 05.05.23,Lochnerstraße 13-15,200,"Schulstraße: Anmahnen von sicheren 
Schulwegen und Freiräumen für Kinder und Jugendliche"
"02.05.23
03.05.23
04.05.23
05.05.23",Fritz-Schu-Straße,250,Schulstraße: Anmahnen von sicheren Schulwegen und Freiräumen für Kinder und Jugendliche
"02.05.23
03.05.23
04.05.23
05.05.23",Horststraße,500,Schulstraße: Anmahnen von sicheren Schulwegen und Einrichtung von Laufbussen
"02.05.23
03.05.23
04.05.23
05.05.23",Platenstraße/Marienstraße,200,Schulstraße: Anmahnen von sicheren Schulwegen und Freiräumen für Kinder und Jugendliche
"02.05.23
03.05.23
04.05.23
05.05.23",Gereonswall,200,Schulstraße: Anmahnen von sicheren Schulwegen und Freiräumen für Kinder und Jugendliche
"02.06.23
10.06.23
23.06.23",Domplatte (Blau-Gold-Haus),15,"Tierrechte, Veganismus"
"02.07.23
15.07.23
23.07.23
30.07.23",Domplatte (Kreuzblume),20,"Tierrechte, Veganismus"
"02.10.23
09.10.23
16.10.23
23.10.23
30.10.23
","Alter Markt 28-32, 50677 Köln",12,Kein Platz für friedensbewegte Querdenker*innen und Verschwörungserzähler*innen
"02.10.23
09.10.23
16.10.23
23.10.23
30.10.23
06.11.23
13.11.23
20.11.23
27.11.23
04.12.23
11.12.23
18.12.23",Heumarkt/Ecke Gürzenichstr.,20,Kein Platz für friedensbewegte Querdenker*innen und Verschwörungserzähler*innen
"02.10.23
09.10.23
16.10.23
23.10.23
30.10.23
06.11.23
13.11.23
20.11.23
27.11.23
04.12.23
11.12.23
18.12.23",Hohenzollernring/Ecke Ehrenstr. 50969 Köln,20,Kein Platz für friedensbewegte Querdenker*innen und Verschwörungserzähler*innen
"02.12.23
06.12.23
16.12.23
20.12.23
30.12.23",Wallrafplatz,25,Tierrechtsaktivismus
"02.12.23
09.12.23
16.12.23",Bahnhofsvorplatz oder Breslauer Platz,30,Menschenrechtsverletzung im Iran
"03.02.23
17.02.23
03.03.23
17.03.23
31.03.23",Rudolfplatz,10,"Freiheit für Julian Assange, Schutz der Pressefreiheit, Schutz des Asylrechts"
"03.04.23
10.04.23
17.04.23
24.04.23
01.05.23
08.05.23
15.05.23
22.05.23
29.05.23","Heumarkt
Hohenzollernring/Ehrenstraße",20,Kein Platz für friedensbewegte Querdenker*innen und Verschwörungserzähler*innen
"03.04.23
10.04.23
17.04.23
24.04.23
01.05.23
08.05.23
15.05.23
22.05.23
29.05.23",Alter Markt,20,Kein Platz für friedensbewegte Querdenker*innen und Verschwörungserzähler*innen
"03.04.23
10.04.23
17.04.23
24.04.23
01.05.23
08.05.23
15.05.23
22.05.23
29.05.23
05.06.23
12.06.23
19.06.23
26.06.23",Alter Markt,200,"Schluss mit Preissteigerung - unser Leben muss bezahlbar sein!
Schluss mit Waffenlieferungen in Kriegsgebiete - wir brauchen Friedensverhandlungen!
Schluss mit allen Coronamaßnahmen - wir brauchen ehrliche Aufklärung!"
03.07.23    10.07.23    17.07.23   24.07.23     31.07.23   07.08.23   14.08.23    21.08.23  28.08.23  04.09.23 11.09.23 18.09.23 25.09.23 02.10.23 09.10.23 16.10.23 23.10.23 30.10.23      ,"Alter Markt bis Alter Markt, Roncalliplatz bis Roncalliplatz",150,Stoppt den WHO Pandemievertrag! Raus aus der Nato! Aufarbeitung der Corona Maßnahmen! Frieden schaffen ohne Waffen! Bezahlbare Lebensmittel- und Energie Kosten! Stoppt die Heizungsideologie.
03.07.23  10.07.23  31.07.23,"Leverkusen, Friedrich-Ebert-Platz",30,Ich möchte mein Aufenthaltsrecht zurück
04.02.23 18.02.23 ,Ludwigstraße 17/Ecke Minoritenstraße,20,Tierrechte und Veganismus
04.03.23 11.03.23  18.03.23 25.03.23,Roncalliplatz,150,Protest gegen die Iranische Politik
04.03.23 11.03.23 18.03.23 25.03.23,Neumarkt,2000,Iraner für Demokratie und gegen die Diktatur der islamischen Republik im Iran
04.03.23 15.04.23 13.05.23 03.06.23 15.07.23 12.08.23 23.09.23 07.10.23 04.11.23 02.12.23,Schildergasse Antoniterkirche vor P&C,20,Liebe Demut Einigkeit
"04.05.23
05.05.23","Fußßfallstraße
Kieskaulerweg",600,Schulstraße: Anmanhnen von sicheren Schul- und Kitawegen und Freiräumen für Kinder und Jugendliche
"04.05.23
12.05.23","Appellhofplatz
Obenmarspforten/Gülichplatz",20,Wir wollen den runden Tisch mit dem ÖFR
"04.08.23
13.08.23
19.08.23
27.08.23
02.09.23
09.09.23",Domplatte (Domforum),25,"Tierrechte, Veganismus"
"04.10.23
",Chlodwigplatz bis Ebertplatz,4,"Für Freiheit gemäß Art. 1,2 GG"
"04.11.23
08.11.23
18.11.23","Breslauer Platz
Bahnhofsvorplatz
Bahnhofsvorplatz",30,Menschenrechtsverletzung im Iran
"04.11.23
08.11.23
18.11.23
22.11.23",Schildergasse P&C (am 04.11. Ecke Zeppelinstraße) ,25,Tierrechtsaktivismus
"05.01.23
12.01.23",Apellhofplatz,15,"Wir wollen den ""Runden Tisch"" mit dem ÖFR"
05.02.23 11.02.23 19.02.23,Neumarkt und Roncalliplatz ,2000,Iraner für Demokratie und gegen die Diktatur der islamischen Republik im Iran
"05.03.23
18.03.23
02.04.23
15.04.23",Domplatte (Blau-Gold-Haus),20,Tierrechtsaktivismus
"05.05.23
08.05.23
09.05.23
10.05.23
11.05.23
12.05.23",Otterweg,200,Für einen sicheren Schulweg: Autofreie Schulstraße Otterweg
05.06.23      12.06.23     19.06.23       26.06.23   03.07.23  10.07.23  17.07.23 24.07.23   31.07.23,Alter Markt                      Heumarkt                 Hohenzollernring/Ehrenstraße,20,Kein Platz für friedensbewegte Querdenker*innen und Verschwörungserzähler*innen
"05.08.23
23.09.23
21.10.23
11.11.23
02.12.23",Bahnhofsvorplatz,25,Christliche Werte in Politik und Gesellschaft
"05.08.23
26.08.23","Schildergasse 
Barmer Platz",25,Tierrechtsaktivismus
06.02.23           13.02.23                20.02.23 ,"Leverkusen, Friedrich-Ebert-Platz (Rathaus)",30,Ich möchte mein Aufenthaltsrecht zurück
"06.02.23



07.02.23","Eitorfer Straße 16-12
Eitorfer Straße 16-20
Am Ölhafen 4-3
Kalk Post
Leverkusen 
Heumarkt
Neumarkt
Bahnhofsvorplatz",20,Revolution statt Krieg – Machen wir Schluss mit dem Krieg gegen das Proletariat!
"06.02.23
13.02.23
27.02.23
06.03.23
13.03.23
20.03.23
27.03.23","Gürzenichstraße/Heumarkt
Hohenzollernring/Ehrenstr.",20,Coronamaßnahmen krtisieren JA - Mit Nazis spazieren NEIN
06.03.23 13.03.23     20.03.23     27.03.23,"Leverkusen, Friedrich-Ebert-Platz",30,Ich möchte mein Aufenthaltsrecht zurück
06.04.23 13.04.23,Appelhofplatz 1,15,Wir wollen den runden Tisch mit dem ÖFR
06.05.23 27.05.23,Schildergasse (P&C),30,Tierrechtsaktivismus
"06.05.23
27.05.23","Bahnhofsvorplatz
Bahnhofsvorplatz",20,Muezzinruf Köln
"06.07.23
13.07.23
20.07.23
27.07.23",Breite Straße 28,10,Öffentlich rechtlichen Rundfunk & freie Presse stärken und erhalten! Kein Platz für Fakenews und Manipulation!
"06.10.23
21.10.23",Schildergasse (P&C),25,Tierrechtsaktivismus
"06.12.23
07.12.23
08.12.23
09.12.23
10.12.23
11.12.23
12.12.23
13.12.23
14.12.23
15.12.23
16.12.23
17.12.23
18.12.23
19.12.23
20.12.23
21.12.23
22.12.23
23.12.23
24.12.23
25.12.23
26.12.23
27.12.23
28.12.23
29.12.23
30.12.23
31.12.23",JVA Ossendorf,50,Freiheit für das kranke inhaftierte Grup Yorum Mitglied Ihsan Cibelik
07.01.23 08.01.23 14.01.23,Roncalliplatz,3000,Iraner für Demokratie und gegen die Diktatur der islamischen Republik im Iran
07.01.23 14.01.23 21.01.23 28.01.23 04.02.23 11.02.23 18.02.23 25.02.23 11.03.23 18.03.23 25.03.23 01.04.23,"Breslauer Platz (außer am 21.01., da Rudolfplatz)",100,Bewegung im Iran unterstützen
"07.01.23
14.01.23
21.01.23
28.01.23",Domplatte (Kreuzblume),14,Menschenrechte im Iran
07.06.23 30.08.23,Obenmarspforten 40,10,Öffentlich rechtlichen Rundfunk & freie Presse stärken und erhalten! Kein Platz für Fakenews und Manipulation!
"07.07.23
08.07.23
09.07.23","Heumarkt
Alter Markt
Günter-Wand-Platz",5,Menschenrechte sind Grundrechte der Volker CSD Köln
"07.07.23
21.07.23
04.08.23
18.08.23
01.09.23
15.09.23
29.09.23",Bahnhofsvorplatz,15,"Freiheit für Julian Assange, Schutz der Pressefreiheit, Schutz des Asylrechts"
"07.08.23
14.08.23
21.08.23
28.08.23
04.09.23
11.09.23
18.09.23
25.09.23","Heumarkt/Gürzenichstraße
Hohenzollernring/Ehrenstraße
Alter Markt",20,Kein Platz für friedensbewegte Querdenker*innen und Verschwörungserzähler*innen
"07.10.23
14.10.23",Domplatte (Domforum),20,"Tierrechte, Veganismus"
"07.10.23
28.10.23",Bahnhofsvorplatz,40,"Muezzinruf, Politischer Islam "
"07.11.23
08.11.23
09.11.23
10.11.23
11.11,23
12.11.23
13.11.23
14.11.23
15.11.23
16.11.23
17.11.23
18.11.23
19.11.23",JVA Ossendorf,50,Die Behandlung von kranken inhaftierten Ihsan Cibelik kann nicht verhindert werden
08.04.23 15.04.23 22.04.23 29.04.23,Roncalliplatz,3000,Für Demokratie im Iran
"08.05.23
15.05.23
22.05.23
29.05.23","Leverkusen, Friedrich-Ebert-Platz (Rathaus)",30,Ich möchte mein Aufenthaltsrecht zurück
"08.12.23
12.01.24
08.03.24
12.04.24",Waldparkplatz Odenthalerstraße bis Am Rosenmaar,50,"Fahrradschulbus, Anmahnen von sicherer Radinfrastruktur für Schüler*innen"
"09.01.23
16.01.23
06.02.23
27.02.23
06.03.23
20.03.23
03.04.23
17.04.23
08.05.23
22.05.23
05.06.23
19.06.23
03.07.23
17.07.23
07.08.23
21.08.23
04.09.23
18.09.23
09.10.23
16.10.23
06.11.23
20.11.23
04.12.23
18.12.23","1. Montag im Monat:
Domplatte (Blau-Gold-Haus)

3. Montag im Monat:
Wiener Platz",50,Aktiv für den Weltfrieden - Gegen jede imperialistische Aggression! Protest gegen das Abwälzen der Krisenlasten auf die Massen!
09.02.23 09.03.23 09.04.23  09.05.23 09.06.23  09.07.23    09.08.23   09.09.23      09.10.23    09.11.23 09.12.23  09.01.24,Schildergasse Antoniterkirche vor P&C,20,Beitritt Deutschlands zum Atomwaffenverbotsvertrag - Atomwaffenabzug aus Deutschland
09.09.23 16.09.23,Bahnhofsvorplatz,50,Menschenrechtsverletzung im Iran
10.02.23 11.02.23,Domplatte BGH,25,Solidaritätskundgebung mit den Betroffenen des Erdbebens in der Türkei
"10.06.23
24.06.23",Bahnhofsvorplatz,30,Muezzinruf Köln
11.01.23 bis 31.01.23,Bürgerpark Kalk,50,Mahnwache zur Unterstützung von Personen in Gewahrsam in der Gefangenensammelstelle Köln
11.03.23         18.03.23          25.03.23,"Leverkusen, Wiesdorfer Platz",10,"Stoppt die Verfolgung von Falun Gong, Stoppt Foter,Mord und Organraub von Falun Gong- Praktizierenden durch die Kommunistische Partei China.Stoppt Transplantationstourismus nach China ,endCCP."
"11.03.23
25.03.23",Bahnhofsvorplatz,25,Muezzinruf
11.08.23     12.08.23,Domplatte (BGH)     Roncalliplatz ,8,Krieg in der Ukraine
11.08.23 12.08.23,Roncalliplatz,800,Unbreakable Ukraine: Nachtkundgebung für die Zukunft Europas
11.11.23 25.11.23,Breslauer Platz Bahnhofsvorplatz,30,Muezzinruf
12.06.23 13.06.23 14.06.23    15.06.23 16.06.23,Pfarrer-Maybaum-Weg 47 bis Am Rosenmaar 3,70,"Fahrradbus - Anmahnen von sicherer Radinfrastruktur für Schüler*innen, Schulstraße am Rosenmaar"
12.06.23 13.06.23 14.06.23 15.06.23 16.06.23,Am Rosenmaar ab Einmündung Lippeweg bis Steinbücheler Weg,,Schulstraße
12.06.23 19.06.23 26.06.23,Ausländeramt Leverkusen,30,Ich möchte mein Aufenthaltsrecht zurück
12.08.23 19.08.23,Ottoplatz                                          Heumarkt,50,Gegen Hinrichtungen und Menschenrechtsverletzungen im Iran
12.08.23 26.08.23,Bahnhofsvorplatz,15,Klare Kante gegen rechtsextreme Islamophobie in Köln! 
"12.08.23
26.08.23",Bahnhofsvorplatz,40,Muezzinruf
"12.11.23
18.11.23
26.11.23
03.12.23
17.12.23
23.12.23","Domplatte (Domforum)





Wallrafplatz",20,"Tierrechte, Veganismus"
13.03.23 20.03.23 27.03.23,Alter Markt 32,7,Kein Platz für friedensbewegte Querdenker*innen und Verschwörungserzähler*innen
"13.10.23
27.10.23
10.11.23
24.11.23
08.12.23
22.12.23",Bahnhofsvorplatz,15,"Freiheit für Julian Assange, Schutz der Pressefreiheit, Schutz des Asylrechts"
"13.11.23
14.11.23","Eitorfer Straße bis Kalk Post
Kalker Hauptstraße bis Chempark Leverkusen
",60,100. Jahrestags des Hamburger Aufstands
14.01.23          28.01.23,Bahnhofsvorplatz,15,Muezzinruf
14.04.23 28.04.23 12.05.23 26.05.23 09.06.23 23.06.23,Bahnhofsvorplatz,10,"Freiheit für Julian Assange, Schutz der Pressefreiheit, Schutz des Asylrechts"
"14.10.23
21.10.23
28.10.23","Bahnhofsvorplatz
Roncalliplatz",40,Menschenrechtsverletzung im Iran
"14.10.23
21.10.23
28.10.23
04.11.23
11.11.23
18.11.23
25.11.23
02.12.23
09.12.23
16.12.23",Bahnhofsvorplatz,15,Klare Kante und Aufklärung über Rechtsextremismus in Köln
15.04.23 20.05.23,Breslauer Platz,10,#IchbinArmutsbetroffen
15.07.23 29.07.23,Bahnhofsvorplatz,30,Muezzinruf
"15.11.23
17.11.23",Fußweg zum KKH Holweide,5,Erhalt des Krankenhauses Holweide und der Kinderklinik Amsterdamer Straße
16.01.23   23.01.23,"Leverkusen, Friedrich-Ebert-Platz",30,"Asylrecht, Aufenthaltrecht"
16.01.23 bis 23.01.23,Bürgerpark Kalk,10,Gesa Support
16.03.23 23.03.23 28.03.23,Appelhofplatz 1                 Appehofplatz 1               Obenmarspforten/Gülichplaatz ,20,Wir fordern den runden Tisch mit dem ÖRR
16.07.23 30.07.23 20.08.23   10.09.23 24.09.23  ,Heumarkt,20,"Aufklärung über die Kölner Querdenker, Reichsbürger und Eso-Faschos u.w."
16.09.23 30.09.23,Bahnhofsvorplatz Lichtstele 3,50,"Muezzinruf, Politischer Islam "
"16.09.23
30.09.23
07.10.23",Bahnhofsvorplatz,15,Klare Kante gegen rechtsextreme Islamophobie in Köln! 
"17.02.23
18.02.23","Bahnhofsvorplatz
Domplatte (Kreuzblume)",40,"Christliche Werte in Politik, Gesellschaft und an Karneval"
"17.02.23
18.02.23",Wiener Platz,30,"Christliche Werte in Politik, Gesellschaft und an Karneval"
17.06.23 15.07.23 19.08.23 16.09.23,Breslauer Platz,10,#IchbinArmutsbetroffen
18.02.23 18.03.23 ,Kreuzblume,10,#IchbinArmutsbetroffen
18.03.23 01.04.23,Heumarkt ,800,Gegen das Mullah-Regime im Iran zum Jahrestag der iranischen Revolution 1979
"18.09.23
19.09.23
20.09.23
21.09.23
22.09.23",Horststraße,500,Schulstraße: Anmahnen von sicheren Schulwegen und Einrichtung von Laufbussen
"18.09.23
19.09.23
20.09.23
21.09.23
22.09.23",Houdainer Straße,200,Schulstraße: Anmahnen von sicheren Schulwegen und Freiräumen für Kinder und Jugendliche
"18.09.23
19.09.23
20.09.23
21.09.23
22.09.23",Lindenburger Allee,250,Schulstraße: Anmahnen von sicheren Schulwegen und Freiräumen von Kindern und Jugendlichen 
19.01.23       26.01.23,Appellhofplatz (WDR),20,"Wir wollen den ""Runden Tisch"" mit dem ÖRR"
19.01.23  20.01.23,Eifeltor 12,250,Notwendig-Gerecht-Machbar (Warnstreik/Tarifrunde)
19.04.23    22.04.23                  26.04.23           29.04.23  03.05.23    06.05.23 10.05.23   13.05.23    17.05.23   20.05.23   24.05.23      31.05.23     03.06.23   07.06.23   10.06.23   14.06.23     17.06.23   ,"Breslauer Platz, Bahnhofsvorplatz",14,Menschenrechte im Iran
"19.10.23
20.10.23",Domplatte BGH,4,Unterstützung der Ukraine
"20.04.23
27.04.23",Appellhofplatz (WDR),20,Wir fordern den runden Tisch mit dem ÖRR
"20.09.23
21.09.23
22.09.23",Lotharstraße,400,Schulstraße: Sichere Schulwege und Freiräume für Kinder und Jugendliche
20.10.23 27.10.23 03.11.23 10.11.23,Waldparkplatz Odenthalerstraße bis Am Rosenmaar,50,"Fahrradbus, Anmahnen von sicherer Radinfrastruktur für Schüler*innen"
21.01.23 11.02.23    18.03.23         15.04.23    20.05.23          17.06.23     15.07.23    19.08.23 16.09.23   21.10.23     18.11.23  16.12.23,Neusser Straße 186,6,Gebetswache für das Lebensrecht ungeborenen Kinder
"21.01.23
-
22.01.23",Apostelnkloster 2-4,15,Freiheit für Julian Assange
"21.10.23
18.11.23
16.12.23
20.01.23",Breslauer Platz,10,#Ich BinArmutsbetroffen
