"Datum
",Ort/e der Kundgebung,"erwartete TN-Zahl
",Thema
2022-09-16 00:00:00,Apostelnstraße 4 - 8,30,"Lebenswerte Apostelnstraße: Mehr 
Aufenthaltsqualität durch weniger Parkplätze im öffentlichen Raum"
2022-09-16 00:00:00,Dürener Straße 173-175,20,Parking Day Lindenthal
2022-09-16 00:00:00,Berliner Straße 29 - 35,30,Parking Day
2022-09-16 00:00:00,Neusser Straße 276-280,10,Parking Day
2022-09-16 00:00:00,Venloer Straße 234,25,Parking Day
2022-09-17 00:00:00,Rudolfplatz,1000,Danke Demo - satirische Demonstration zur Corona-Politik
2022-09-17 00:00:00,"Bahnhofsvorplatz, Rheinufer",60,Jahrestag Hinrichtungen der tausenden politischen Gefangenen
2022-09-17 00:00:00,Schanzenstaße,300,Trauermarsch in Gedenken an Imam Hussain
2022-09-17 00:00:00,Domplatte (Blau-Gold-Haus),70,"Freude, Friede, Hoffnung, Liebe"
2022-09-17 00:00:00,Neumarkt,20,#ichbinArmutbetroffen. Sensibilisierung der öffentlichkeit für die Situation armutbetroffener Menschen
2022-09-17 00:00:00,Domplatte (Kreuzblume),7,Freiheit-Religion 
2022-09-17 00:00:00,Konrad-Adenauer-Ufer 80,8,Grundrechte
2022-09-17 00:00:00,Domplatte (Römerbogen),40,Unterstützung der politischen Gefangenen im Iran
2022-09-17 00:00:00,Ecke Frankfurterstr./Rösrathstraße,300,We dont pay!
2022-09-17 00:00:00,Wiener Platz,15,Klimaschutz sozial gestalten
2022-09-17 00:00:00,Bahnhofstraße/An der Sparkasse,5,Inflation und Energiekrise
2022-09-17 00:00:00,Emil-Schreiterer-Platz,10,Es gibt eine alternative Enegierpolitik!
2022-09-18 00:00:00,"Kurt-Hackenberg-Platz
Alter Feuerwache",100,Fancy Women Bike Ride Köln - Selbstbestimmte Mobilität für Frauen
2022-09-18 00:00:00,Stadtgarten Kalk,150,Klimawoche
2022-09-19 00:00:00,Schildergasse P&C,10,"Die Folgen der Corona-Pandemie für die Gesundheitssysteme weltweit: Versorgungslücken vergrößert und Ungerechtigkeit gewachsen, darum Hinschauen - Helfen - Ressourcen verteilen"
2022-09-19 00:00:00,Bahnhofsvorplatz,10,Bezahlbarer Nahverkehr
2022-09-19 00:00:00,Kalk Post,40,Teuerungen
2022-09-20 00:00:00,"Luxemburger Straße 101, Landgericht Köln",20,DEWOG-Abzocke stoppen! Solidarität mit einer von Schimmel und Mietwucher betroffenen Mieterin aus der kölner Stegerwaldsiedlung
2022-09-21 00:00:00,Eigelsteintorburg bis Büro die Grünen,30,Protest gegen Ceta 
2022-09-21 00:00:00,Theo-Burauen-Platz,20,Haushaltsentwurf der Stadt Köln
2022-09-21 00:00:00,Domplatte (Römerbogen),40,Menschenrechtsverletzungen im Iran
2022-09-21 00:00:00,Wiener Platz,30,Gegen die Folter an Sozialisten in der Türkei
2022-09-21 00:00:00,Alter Markt,150,Haushaltsentwurf der Stadt Köln
2022-09-22 00:00:00,Melchiorstraße,150,"Anmahnen von mehr Freiräumen, Sicherheit für Kinder "
2022-09-22 00:00:00,Domplatte BGH,50,Grenzkonflikt Kirgisistan
2022-09-22 00:00:00,Konrad-Adenauer-Straße 40-42,4,Inflation und Energiekrise
2022-09-22 00:00:00,Dillenburgerstraße 25,10,Entzug der Aufenthalte mehrerer Personen
2022-09-23 00:00:00,Roncalliplatz,500,Gleichberechtigung in der Kirche
2022-09-23 00:00:00,Heumarkt,2500,Globaler Klimastreik
2022-09-23 00:00:00,"Annaplatz
Grüngürtel",400,Klimastreik 2022 
2022-09-23 00:00:00,"Schulhof Michael Ende Grundschule, Grüngürtel Venloer Straße",170,Klima-Demo
2022-09-23 00:00:00,Kaisersescherstraße bis Beethovenpark,400,Alle fürs Klima - bewegt alle!
2022-09-23 00:00:00,"Leverkusen, Friedrich-Ebert-Platz",20,Greenwashing bei grünen Geldanlagen
2022-09-23 00:00:00,Breslauer Platz,70,Menschenrechtsverletzung im Iran
2022-09-24 00:00:00,Heumarkt,15,Jesus Christus - Retter der Welt
2022-09-24 00:00:00,Eburonenstraße,200,"Mehr Lebensqualität, Bäume, Fahrradparkplätze und eine geänderte Verkehrsführung in der Eburonenstraße 2022"
2022-09-24 00:00:00,Bergerstraße,250,"Termporäre Spielstraße & Kidical Mass Köln, Anmahnen von sicherer Radinfrastruktur und Freiräumen für Kinder und Jugendliche"
2022-09-24 00:00:00,Sudermannplatz ,50,Sitzen fürs Klima
2022-09-24 00:00:00,"Fußgängerzone Opladen, Goethestraße 3",150,"Gemeinsam überparteilich für den Frieden, für die Aufhebung aller Sanktionen gegen Russland, für eine sichere Energieversorgung, Nord-stream 2 statt Gasumlage, Nein zu einrichtungsbezogenen Impfpflicht und aller Corona-Zwangsmaßnahmen, Schluss mit der Kriminalisierung der Patienten von Dr. Wollny!"
2022-09-24 00:00:00,Domplatte BGH,15,"Tierrechte, Veganismus"
2022-09-24 00:00:00,Bahnhofsvorplatz,30,Solidarität mit den kämpfenden Menschen im Iran
2022-09-24 00:00:00,Neumarkt,80,"Protestaktion zur Unterstützung des Aufstandes 
gegen die Regierung im Iran Proteste gegen den Staatsgewalt des Irans im Osten Kurdistans aufgrund des Todesfalls einer jungen 22 Jährigen Kurdin, Mahsa Amini, die zu der Zeit in Polizeigewahrsam war."
2022-09-24 00:00:00,Breslauer Platz,70,"Frauenrechte sind Menschenrecht. Solidarität 
mit dem Kampf der Iranischen Frauen gegen Zwangsverschleierung      "
2022-09-24 00:00:00,"Kaiserstraße 6-8, Porz",5,Inflation und Energiekrise
2022-09-25 00:00:00,Rudolfplatz                               Nippeser Tälchen,1500,Kidical Mass - Anmahnen von sicheren Radwegen für Kinder und Jugendliche
2022-09-25 00:00:00,Neptunplatz ,450,Kidical Mass - Zubringer Ehrenfeld
2022-09-25 00:00:00,Wilhelmplatz                                     Neusser Platz     Roeckerathplatz,250          100,Kidical Mass - Zubringer Nippes und Agnesviertel
2022-09-25 00:00:00,RheinEnergie-Stadion bis Rudolfplatz,50,Kidical Mass - Zubringer West
2022-09-25 00:00:00,Kalker Stadtgarten                       Ottplatz,300,Kidical Mass - Zubringer Kalk
2022-09-25 00:00:00,Nikolausplatz bis Rudolfplatz,100,Zubringer Kidical Mass aus Sülz
2022-09-25 00:00:00,Rochuspark bis Neptunplatz,100,Zubringer Kidical Mass aus Ossendorf bis Neptunplatz
2022-09-25 00:00:00,Neumarkt,1400,"Für die Öffnung von Northstream 2, Gegen die Russland Sanktionen."
2022-09-26 00:00:00,"Alter Markt
Theo-Burauen-Platz",175,Demonstration für baldige Sanierung des Gymnasiums Kreuzgasse
2022-09-26 00:00:00,"Holweider Markt, BG-Straße",30,Nein zur Inflation  - Unterstützung für Sahra Wagenknechts Forderungen
2022-09-28 00:00:00,Wiener Platz,80,Internationaler Tag für sichere Schwangerschaftsabbrüche
2022-09-28 00:00:00,"Hans-Böckler-Platz, Edelweißpiratendenkmal",100,Save Abortion Day
2022-09-28 00:00:00,Roncalliplatz,200,Gegen Bekleidungsvorschriften im Iran - Solidarität mit Mahsa Amini
2022-09-29 00:00:00,Theo-Burauen-Platz,10,Maßnahmen der Stadt Köln im Hinblick auf den 2019 ausgerufenen Klimanotstand
2022-09-29 00:00:00,Roncalliplatz,80,Menschenrechtsverletzungen im Iran
2022-09-29 00:00:00,Dillenburgerstraße 25,10,Entzug der Aufenthalte mehrerer Personen
2022-09-30 00:00:00,"Roncalliplatz
Neumarkt",100,Unterstützung des Volks im Iran
2022-09-30 00:00:00,Alter Markt,50,Solidaritätskundgebung zu den Todesopfern der Wirbelstürme in den Phllippinen
2022-09-30 00:00:00,vor Kölner Philharmonie,10,SaveOurSouls-Benefizkonzert
2022-10-01 00:00:00,Domplatte (Blau-Gold-Haus),10,Evangelium verbreiten
2022-10-01 00:00:00,Alter Markt,500,"Energiekosten und Mieten deckeln, nein zur Gasumlage"
2022-10-01 00:00:00,Heumarkt,500,"Keinen Euro für Krieg und Zerstörung! Stattdessen Milliarden für eine soziale, gerechte und ökologische Friedenspolitik! Verhandeln statt Schießen!"
2022-10-01 00:00:00,Porz Markt,10,#ichbinarmutsbetroffen
2022-10-01 00:00:00,Chlodwigplatz,1500,"Solidarität mit dem Kampf der Iranischen Frauen gegen den Mullah- Regime, ""Jin Jiyan Azadi"""
2022-10-01 00:00:00,Ebertplatz,200,Freiheit für Iran
2022-10-01 00:00:00,Wiener Platz,60,Solidarität mit den kämpfenden Menschen im Iran
2022-10-01 00:00:00,WDR-Arkarden,10,Medien-Blackout
2022-10-01 00:00:00,Wiesdorfer Platz,50,Wo sind die Wurzeln unserer christlichen Grundwerte
2022-10-01 00:00:00,Kurt-Hackenberg-Platz,100,Menschenrechtsverletzung im Iran
2022-10-01 00:00:00,Ebertplatz,20,Solidarität mit Palästina
2022-10-01 00:00:00,Ebertplatz bis Mediapark,200,"Protestaktion zur Verurteilung des Luft- und Raketenangriff der Islamischen Republik Iran auf die Quartiere allen kurdischen Parteien in der Kurdistan Region - Irak Bei dem gibt Tote und Verletzte, darunter auch zivile Opfer "
2022-10-01 00:00:00,Günter-Wand-Platz,35,Glaubensfreiheit für Christen mit bib
2022-10-02 00:00:00,Roncalliplatz,80,Protest gegen iranische Politik
2022-10-02 00:00:00,Neptunplatz ,300,gegen Zwangsverschleierung  und gegen islamische Regierung im Iran
2022-10-02 00:00:00,Breslauer Platz,5,Gegen das Verbot von Straßenmusik mit Verstärkern
2022-10-03 00:00:00,Wiener Platz,50,Gegen Preisexplosion
2022-10-04 00:00:00,Breslauer Platz,50,Attentat auf die Jineoloji Zeitschrift Editorin und Akademikerin Nagahan Aksel durch den Terrorstaat Türkei
2022-10-05 00:00:00,Neumarkt,100,Solidarität mit den Frauen im Iran
2022-10-05 00:00:00,Alter Markt,70,Politische Haft in der Türkei und anderswo 
2022-10-06 00:00:00,Appellhofplatz,20,Wir fordern den runden Tisch mit dem ÖFR
2022-10-06 00:00:00,Dillenburgerstraße 25,10,Entzug der Aufenthalte mehrerer Personen
2022-10-07 00:00:00,"Ecke Bahnhofstraße/An der Sparkasse, Porz",5,Inflation und Energiekrise
2022-10-07 00:00:00,Alter Markt bis Ebertplatz,300,Solidaritätsdemo zu Lützerath
2022-10-07 00:00:00,Albertus-Magnus-Platz,80,Solidarität mit den Studierenden im Iran
2022-10-08 00:00:00,Rudolfplatz,200,Hände hoch für bezahlbaren Wohnraum! - Mietenstopp Aktionstag!
2022-10-08 00:00:00,Norbert-Burger-Platz,4,Coming-out-Tag 2022
2022-10-08 00:00:00,Roncalliplatz,70,Aufruf zum Glauben an Jesus Christus
2022-10-08 00:00:00,Domplatte (BGH),20,"Afrin, Kobani, Serekanie, Kamichli und Menschen- und Frauenrechte"
2022-10-08 00:00:00,Platz an der Kreuzung Flandrische Straße/Hohenzollernring,8,Kiss-in gegen Queerfeindlichkeit
2022-10-08 00:00:00,Kalk Post,10,Aktion für mehr Demokratie in Algerien
2022-10-08 00:00:00,Neumarkt                                                  Roncalliplatz,500,Iraner demonstrieren für die Demokratie und gegen die Diktatur der islamischen Republik Iran
2022-10-08 00:00:00,Heumarkt,15,Freiheit für Julian Assange
2022-10-08 00:00:00,Ann-Schneider-Steig bis Im Zollhafen,50,Menschenkette für Solidarität mit Iran
2022-10-08 00:00:00,Breslauer Platz,80,"Welttag zur Abschaffung der Todesstrafe, Bewegung der Iraner für Freiheit und Demokratie"
2022-10-08 00:00:00,Heumarkt          Chlodwigplatz,500,Unterstützung der Proteste im Iran
2022-10-09 00:00:00,Neumarkt                                 Roncalliplatz,1500,Unterstützung des iranischen Volksaufstandes und Menschenrechte
2022-10-10 00:00:00,Alter Markt - Bahnhofsvorplatz,350,Unkontrolliert für Freiheit und Wahrheit - Stopp dem korrupten System
2022-10-10 00:00:00,Bahnhofsvorplatz,20,Afghanistan not safe
2022-10-10 00:00:00,Neumarkt,1000,Stoppt Russland! Stoppt Genozid!
2022-10-13 00:00:00,WDR-Arkarden,20,Wir fordern den runden Tisch mit dem ÖFR
2022-10-13 00:00:00,Dillenburgerstraße 25,10,Entzug der Aufenthalte mehrerer Personen
2022-10-14 00:00:00,Venloer Straße 160,30,Solidarität mit den Frauen im Iran
2022-10-14 00:00:00,Kalk Post,50,Gegen die Preisexplosion und für soziale Entlastung für die Mehrheit der Menschen!
2022-10-14 00:00:00,Roncalliplatz,1000,Solidarität mit der Ukraine
2022-10-14 00:00:00,Domplatte,15,Solidarität mit den Frauen im Iran
2022-10-14 00:00:00,Albertus-Magnus-Platz,30,Solidarität mit den Studierenden im Iran
2022-10-15 00:00:00,Heumarkt,8,moderne Sklaverei und Menschenhandel
2022-10-15 00:00:00,Roncalliplatz bis Roncalliplatz,1000,Solidarität mit den Aufständen im Iran gegen das System
2022-10-15 00:00:00,Ebertplatz,300,Solidarität mit den kämpfenden Menschen im Iran
2022-10-15 00:00:00,Rudolfplatz,10,Protest gegen die Verwendung von Weizen als Sprit und Tierfutter
2022-10-15 00:00:00,Breslauer Platz,60,Solidarität mit den Protestierenden im Iran gegen das Mullah-Regime
2022-10-15 00:00:00,"Waldecker Straße 42, 51065 Köln",5,Preisstopp jetzt!
2022-10-16 00:00:00,Roncalliplatz,100,Protest gegen iranische Politik
2022-10-17 00:00:00,Kalk Post,35,Teuerungen
2022-10-18 00:00:00,Roncalliplatz,100,"Aktion zum Tag gegen Menschenhandel ""blue blindfold"""
2022-10-19 00:00:00,Kalk Post,10,Genug ist genug (Wer zahlt für die Krise)
2022-10-19 00:00:00,Breslauer Platz,100,Terrorstaat und Natopartner Türkei setzt chemische Waffen gegen Kurden ein
2022-10-20 00:00:00,Domplatte BGH,40,Iran Proteste Kunstdemo
2022-10-20 00:00:00,Wiener Platz,25,"Protestkundgebung gegen das Bergwerkunglück in Amasra, Türkei"
2022-10-20 00:00:00,Dillenburgerstraße 25,10,Entzug der Aufenthalte mehrerer Personen
2022-10-21 00:00:00,Gerhard-Wilczek-Platz            Lindenbornstraße,150,"Fahrradschulbus, Anmahnen von sicherer Radinfrastruktur für Schüler*innen"
2022-10-21 00:00:00,Alphons-Silbermann-Weg (vor Mensa.Eingang),10,Tierrechte
2022-10-21 00:00:00,Kaiserescher Straße  5,100,Schulstraße - Anmahnen von sicheren Schulwegen und Freiräumen für Kinder und Jugendliche sowie das Aufzeigen der Problematik des Bring- und Durchgangsverkehrs und den daraus resultierenden Gefahren
2022-10-21 00:00:00,Kalk Post,15,Keine Kameras in Kalk Post
2022-10-22 00:00:00,Neumarkt bis Neumarkt,500,"Demokratie im Iran, gegen Diktatoren"
2022-10-22 00:00:00,Heumarkt,1000,Solidarität mit den Aufständen im Iran gegen das System
2022-10-22 00:00:00,Breslauer Platz,30,Genug ist genug - Die Preise müssen runter
2022-10-22 00:00:00,Roncalliplatz,300,Solidarität mit den Protesten im Iran
2022-10-22 00:00:00,Frankfurter Straße/Rösrather Straße,50,"Energiekrise, Armut"
2022-10-22 00:00:00,"Ebertplatz
Roncalliplatz",800,Terrorstaat und Natopartner Türkei setzt chemische Waffen gegen Kurden ein
2022-10-23 00:00:00,Roncalliplatz,100,Solidarität mit der Ukraine
2022-10-24 00:00:00,Hohenzollernbrücke (Reiterstandbild KW),30,Dieser Schmerz betrifft uns alle
2022-10-25 00:00:00,Merkenicher Hauptstraße,50,"Keine Klärschlammverbrennung, keine Phosphorrückgewinnungsanlage im Kölner Norden "
2022-10-26 00:00:00,Drehbrücke Deutz,20,"Dauerhafte Schließung der Drehbrücke für den Autoverkehr an allen Wochentagen, Einrichtung einer durchgehenden Fahrradstraße"
2022-10-26 00:00:00,"Eitorfer Straße 16-20                        Horst Henning Platz, Leverkusen                                      Kalk Kapelle bis Kalk Post",15,"Ob Bahn, Chemie, Hafen oder Metall - WIR SIND EIN KLASSE - GEMEINSAM IN DEN STREIK:  Weg mit der Mehrwertsteuer!"
2022-10-26 00:00:00,Alphons-Silbermann-Weg/Zülpicher Straße,12,Glaubensfreiheit für Christen mit einem biblischen Werteverständnis
2022-10-27 00:00:00,Dillenburgerstraße 25,10,Entzug der Aufenthalte mehrerer Personen
2022-10-28 00:00:00,"Hans-Christian-Andersen-Schule, Leverkusen",200,Wir wollen einen sicheren Schulweg
2022-10-28 00:00:00,Gesamtschule Rodenkirchen,80,"Mission impossible - grüner Schulhof, wir machen das Unmögliche möglich"
2022-10-29 00:00:00,Militärringstraße bis Märchenwald Odenthal,3000,Fahren für das Leben – mehr Rücksichtnah-me und Weitblick im Straßenverkehr!
2022-10-29 00:00:00,Neumarkt,1500,"Völkerverständigung, Weltfrieden, Menschenrechte, Antigewalt"
2022-10-29 00:00:00,Roncalliplatz bis Roncalliplatz,500,Für Demokratie im Iran und gegen Diktatoren
2022-10-29 00:00:00,Roncalliplatz,35,"Mahsa Amini, Freedom für Iran"
2022-10-29 00:00:00,Heumarkt,5000,Solidarität mit der Protestbewegung im Iran
2022-10-29 00:00:00,Domplatte (Blau-Gold-Haus),10,Tierrechte & Veganismus
2022-10-29 00:00:00,Rudolfplatz,10,Protest gegen Investitionen von Vermögensverwaltern in der Klimakrise
2022-10-29 00:00:00,Unter Hohenzollernbrücke Domseite,500,Unterstützung der Revolution Protest im Iran
2022-10-29 00:00:00,Breslauer Platz,50,Chemiewaffeneinsatz der Türkei und Solidarität mit den inhaftierten Journalisten
2022-10-30 00:00:00,Roeckerathplatz,100,Demonstration bezüglich der Lage im Iran
2022-10-30 00:00:00,Rudolfplatz                                         Ottoplatz                                       Stadtgarten Kalk,300,Kidical Mass: Anmahnen von sicheren Radinfrastruktur und Freiräume für Kinder und Jugendliche
2022-10-30 00:00:00,Kalk-Mülheimer Straße,300,"Anmahnen von mehr Freiräumen, Sicherheit und Nutzung von öffentlichem Raum für Kinder und Jugendliche"
2022-10-30 00:00:00,Neumarkt,1500,Unterstützung des iranischen Volksaufstandes und Menschenrechte
2022-10-30 00:00:00,Heumarkt Höhe Nr. 54,20,Keine Fake-News und Manipulation in Köln
2022-10-30 00:00:00,Bartholomäus-Schink-Straße 1,25,Tag der Toten - Gedenken an die ermordeten Aktivisten
2022-10-31 00:00:00,Kreuzung Schildergasse - Krebsgasse,10,Mahnwache gegen Fleischkonsum / für Veganismus
2022-10-31 00:00:00,Domplatte (Blau-Gold-Haus),10,Evangelisation
2022-10-31 00:00:00,Theo-Burauen-Platz,50,Solidarität mit den Frauen im Iran
2022-11-01 00:00:00,Wiener Platz,50,Welt-Kobane-Tag
2022-11-01 00:00:00,Rheingarten,10,Tierrechte
2022-11-01 00:00:00,Stadtgarten Kalk bis Neuerburgstraße,100,Mehr Grün- und Freiflächen im Stadtteil Kalk
2022-11-01 00:00:00,Neuerburgstraße,70,Mehr Spiel- und Freiflächen für Kinder und Jugendliche im Stadtteil Kalk
2022-11-02 00:00:00,Bahnhofsvorplatz,40,Politische Haft im Iran und in der Türkei
2022-11-03 00:00:00,Mindener Straße 2,600,Eine Lösung für die autofreie Deutzer Freiheit muss her
2022-11-03 00:00:00,Geestemünder Straße bis Henry-Ford-Straße,200,Tarifrunde der Metall- und Elektroindustrie: Warnstreik der IG Metall Köln-Leverkusen
2022-11-03 00:00:00,Domplatte (Blau-Gold-Haus),10,Evangelisation
2022-11-04 00:00:00,Roncalliplatz,100,Stoppt den Völkermord in Tigray
2022-11-04 00:00:00,Alter Markt,150,Solidarität mit den Protesten im Iran
2022-11-04 00:00:00,"Leverkusen, Kreisverkehr Rennbaumstraße",15,"Erhaltung der Eiche im Kreisverkehr, Verkehrswende"
2022-11-05 00:00:00,Heumarkt,5000,March for freedom
2022-11-05 00:00:00,Bahnhofsvorplatz - Alter Markt,40-80,"Lützerath muss erhalten bleiben, die Braunkohlebagger von RWE müssen vor Lützerath gestoppt werden! Die 1,5 Grad Grenze verläuft vor Lützerath - keine Räumung von Lützerath"
2022-11-05 00:00:00,Ebertplatz,400,Menschenrechte im Iran
2022-11-05 00:00:00,Hanns-Hartmann-Platz,15,Perfomance für Iran - Die-In
2022-11-05 00:00:00,Roncalliplatz,1500,Solidarität mit den Demonstrant*innen im Iran
2022-11-05 00:00:00,Kalk Post,40,Revolutionen beenden Kriege - der Friede ist ROT
2022-11-05 00:00:00,Günter-Wand-Platz,60,Freiheit für alle politischen Gefangenen im Iran
2022-11-05 00:00:00,Schildergasse (P&C),30,Christliche Werte in Politik und Gesellschaft
2022-11-05 00:00:00,"Leverkusen, Friedrich-Ebert-Platz",10,Gegen Inflation und Kriegsgefahr
2022-11-05 00:00:00,Günter-Wand-Platz,15,"Gesundheitswesen in der Krise, Kritische Betrachtung von Gesundheitswesen und Energiekrise"
2022-11-05 00:00:00,WDR-Arkarden,10,Sensibilisierung der Medien für die Entführung politischer Aktivisten durch das algerische Regime
2022-11-06 00:00:00,Domplatte (Blau-Gold-Haus),10,Verkündigung des Evangeliums
2022-11-07 00:00:00,Wiener Platz,15,Teuerungen
2022-11-07 00:00:00,Domplatte (Blau-Gold-Haus),10,Evangelisation
2022-11-07 00:00:00,"Leverkusen, Friedrich-Ebert-Platz 1",30,Asylrecht - Aufenthaltsrecht
2022-11-08 00:00:00,Ottoplatz,800,Eisenbahnerinnen gegen drohende Kürzung im Bundeshaushalt
2022-11-08 00:00:00,Habsburgerring 2,8,Tierschutzbedingungen in Hühnermast
2022-11-09 00:00:00,Deutzer Werft,30000,"30 Jahre Arsch Huh - Zäng ussenander! Für Frieden und soziale Gerechtigtkeit, gegen Rassismus und Rechtsradikalismus"
2022-11-09 00:00:00,Westerwaldstraße 92,5,Preisstopp jetzt!
2022-11-09 00:00:00,Günter-Wand-Platz,20,Freiheit für alle politischen Gefangenen im Iran
2022-11-10 00:00:00,Körnerstraße bis Bartholomäus-Schink-Straße,120,Mahn- und Gedenkveranstaltung Edelweißpiratn
2022-11-10 00:00:00,Ottoplatz,2000,Solidarisch aus der Energiekrise
2022-11-10 00:00:00,Theo-Burauen-Platz,30,Protest gegen die Zustände am 11.11. und an Karneval im Zülpicher Viertel
2022-11-10 00:00:00,Rathausplatz,10,Verkehrswende
2022-11-10 00:00:00,Alter Markt,50,Die Kölner Kindertagespflege befindet sich durch Inflation und Energiekrise in akuter Notlage
2022-11-10 00:00:00,Albertus-Magnus-Platz bis Dürener Straße ,100,Demo für Ken-Saro Wiwa Menschenrecht/Umweltaktivist Memorial Day
2022-11-10 00:00:00,Universitätsstraße 81,100,"#OPEN THE PORTS - NOW! (Öffnung der italienischen Häfen für Geflüchtete an Bord der Humanity 1, Ocean Viking, GeoBarents und Rise Above.)"
2022-11-10 00:00:00,Wasseramselweg,200,"SOS Save Our School Heliosschule - 
Fertigstellung Interimsstandort Wasseramselweg damit Ganztagschule/Mittagessen wieder möglich ist Picknick vor dem Rathaus"
2022-11-10 00:00:00,Dillenburgerstraße 25,10,Entzug der Aufenthalte mehrerer Personen
2022-11-10 00:00:00,Domplatte (Blau-Gold-Haus),10,Evangelisation
2022-11-11 00:00:00,Aachener Weiher,1500,Schluss mit der Preissteigerung - unser Leben muss bezahlbar sein!
2022-11-12 00:00:00,Domplatte (Römerbogen),40,Trans Awareness Week - 'TransRightsAreHumanRights
2022-11-12 00:00:00,Florastraße/Neusser Straße,25,Bezahlbares Wohnen in Nippes
2022-11-12 00:00:00,Kalk Post,10,Mehr Demokratie in Algerien
2022-11-12 00:00:00,Wiener Platz,50,Internationaler Umweltkampftag anlässlich der Weltklimakonferenz
2022-11-12 00:00:00,Deutzer Werft,5000,Gesetzeserlass in der Türkei gegen Aleviten
2022-11-13 00:00:00,Aachener Straße 5,20,Solidarität mit Iran
2022-11-13 00:00:00,Breslauer Platz,10,Perfomance für Iran - Die-In
2022-11-13 00:00:00,Aachener Str./Ecke Händelstr.,20,Freiheit für alle politischen Gefangenen im Iran
2022-11-14 00:00:00,Domplatte (Blau-Gold-Haus),10,Evangelisation
2022-11-15 00:00:00,Sürther Marktplatz,700,Warnstreikkundgebung der IG Metall im Rahmen der Tarifverhandlungen der Metall- und Elektroindustrie 2022
2022-11-15 00:00:00,Helenenstraße 14,100,Streikkundgebung ComTS
2022-11-16 00:00:00,"Deutz AG, Ottostraße 1",1700,Tarifrunde der Metall- und Elektroindustrie 2022: Warnstreik der IG Metall Köln-Leverkusen
2022-11-16 00:00:00,"Luxemburger Straße 101, Landgericht Köln",8,Gegen Machtmissbrauch und Vertuschung
2022-11-17 00:00:00,Spessartstraße bis Emdener Straße,8000,Tarifrunde der Metall- und Elektroindustrie 2022: Warnstreik der IG Metall Köln-Leverkusen
2022-11-17 00:00:00,Dillenburgerstraße 25,10,Entzug der Aufenthalte mehrerer Personen
2022-11-17 00:00:00,Albertus-Magnus-Platz,10,Perfomance für Iran - Die-In
2022-11-17 00:00:00,"Leverkusen, Friedrich-Ebert-Platz",60,Solidarität zu den Protesten im Iran
2022-11-17 00:00:00,Breslauer Platz,100,Menschenrechte im Iran
2022-11-17 00:00:00,Domplatte (Kreuzblume),7,Solidarität mit indigenen Völkern in Brasilien und Chile
2022-11-17 00:00:00,Theo-Burauen-Platz,12,Schafft die Obdachlosigkeit ab
2022-11-17 00:00:00,Domplatte (Kreuzblume),10,Evangelisation
2022-11-18 00:00:00,Ottoplatz,3000,Solidarität mit den Menschen im Iran
2022-11-18 00:00:00,"Kerpener Straße (Uniwiese)
Zeughausstraße",200,"Demonstration für mehr Klimaschutz in Köln. 
Schüler*innen fordern gemeinsam mit der Klimagerechtigkeitsbewegung mehr Einsatz für Klimaschutz, demokratische Mitbestimmung und Sicherheit."
2022-11-18 00:00:00,Albertus-Magnus-Platz,20,Menschenrechtsverletzungen in Katar
2022-11-19 00:00:00,Wiener Platz,50,"Menschen entlasten, Energiepreise deckeln"
2022-11-19 00:00:00,Günter-Wand-Platz,50,Überprüfbare Wahlen und Meinungsfreiheit in Brasilien
2022-11-19 00:00:00,Frankenplatz,50,Verhandeln statt schießen!
2022-11-19 00:00:00,Ottoplatz,1000,Solidarität mit den Aufständen im Iran gegen das System
2022-11-19 00:00:00,Breslauer Platz,200,Iran
2022-11-19 00:00:00,Domplatte (Blau-Gold-Haus),10,Tierrechte & Veganismus
2022-11-19 00:00:00,Liverpooler Platz,10,Wir sind weiterhin da und gegen die hohen Energiepreise
2022-11-20 00:00:00,Leichlinger Straße; Deutzer Allee,5000,"Protest zur FIFA-WM der Herren in Katar 2022 - Demonstration für Menschenrechte, NRW-Zentral"
2022-11-20 00:00:00,Ottmar-Pohl-Platz - Ottoplatz,200,Trans Day of Rememberance
2022-11-20 00:00:00,Brüsseler Platz,100,Aktionstag für Solidarität mit Iran
2022-11-20 00:00:00,Domplatte (Blau-Gold-Haus),20,Kundgebung/Darstellung zum Iran
2022-11-21 00:00:00,Theo-Burauen-Platz,100,"SOS Save Our School Heliosschule - 
Fertigstellung Interimsstandort Wasseramselweg damit Ganztagschule/Mittagessen wieder möglich ist Picknick vor dem Rathaus"
2022-11-21 00:00:00,Domplatte (Kreuzblume),10,Evangelisation
2022-11-21 00:00:00,Breslauer Platz,100,Terrorstaat Türkei bombardiert Sud- und Westkurdistan
2022-11-22 00:00:00,Albertus-Magnus-Platz,10,"Ansteigende Frauenmorde in Iran, Irak und Syrien"
2022-11-23 00:00:00,Breite Straße 118,12,Demo gegen Tierausbeutung bei Urban Outfitters
2022-11-24 00:00:00,"Luxemburger Straße 101, Landgericht Köln",10,Solidarität zu einer Gerichtsverhandlung
2022-11-24 00:00:00,Appellhofplatz,20,Wir fordern den runden Tisch mit dem ÖFR
2022-11-25 00:00:00,Hans-Böckler-Platz                       Breslauer Platz,600,Wir nehmen uns die Nacht
2022-11-25 00:00:00,Wiener Platz,150,"Gemeinsam gegen Gewalt an Frauen, Krieg und Krise"
2022-11-25 00:00:00,"Apostelnkirchplatz
Barthonia Brunnen",50-100,Tag gegen Gewalt an Frauen
