Datum;Thema;Teilnehmende (Angemeldet);Teilnehmende (tatsächlich);Kategorie;Stichwörter
23.06.2018;Stoppt die Verfolgung von Falun Gong-Praktizierenden! (vom 10.04. bis 10.07.2018 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);10;2;Ausland;
23.06.2018;Behindert und Verrückt Feiern Pride Parade. Stärkung der Wahrnehmbarkeit behinderter und verrückter Menschen;1500;500;Bürgerrechte;
23.06.2018;Demonstration für christliche Werte in der Gesellschaft;35;35;Bürgerrechte;
23.06.2018;Festigung der Demokratie durch öffentliches Schreiben des Art. 20 GG in Holz (vom 02.06. bis 30.06.2018 - jeweils Sa.);20;;Bürgerrechte;
23.06.2018;Kundgebung Schluß mit dem Mißbrauch von Obdachlosen durch neurechte Nationalisten aus dem Havelland;10;2;Bürgerrechte;
23.06.2018;March For Europe. Next Stop: Solidarity;1000;380;Europa;
23.06.2018;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.04. bis 30.06.2018 - täglich);10;;rechts;Reichsbürger
23.06.2018;Umbenennung des Alfred-Scholz-Platz in Dr.-Axel-Stoll-Platz;30;150;Stadtpolitik;
23.06.2018;Auf das Leid der Tiere und eine rein pflanzliche Lebensweise aufmerksam machen;500;250;Tiere;
23.06.2018;Wir kämpfen für Tierrechte, Du auch?;5;5;Tiere;
24.06.2018;Stoppt die Verfolgung von Falun Gong-Praktizierenden! (vom 10.04. bis 10.07.2018 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);10;4;Ausland;
24.06.2018;Westsahara/ Nieder mit der Mauer der Schande;20;15;Ausland;
24.06.2018;... Für ein friedliches Miteinander im Sinne des Kopftuchthemas ...;150;;Bürgerrechte;
24.06.2018;Demonstration für christliche Werte in der Gesellschaft;45;35;Bürgerrechte;
24.06.2018;Protest gegen Upload-Filter;500;160;Bürgerrechte;
24.06.2018;Abrüsten statt Aufrüsten ? Kriege werden hier gemacht;20;;Frieden;
24.06.2018;Meditation für inneren und äußeren Frieden. Wir wollen darauf aufmerksam machen, dass Frieden immer in einem Selbst beginnt.;20;15;Frieden;
24.06.2018;meet2respect-Tandemtour für ein friedliches Miteinander;400;150;Frieden;
24.06.2018;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.04. bis 30.06.2018 - täglich);10;;rechts;Reichsbürger
24.06.2018;Kiezspaziergang;60;;Stadtpolitik;Mieten
24.06.2018;Auf das Leid der Tiere und eine rein pflanzliche Lebensweise aufmerksam machen;500;1500;Tiere;
24.06.2018;Wir kämpfen für Tierrechte, Du auch?;5;5;Tiere;
24.06.2018;Klima schützen ? Kohle stoppen;5000;1700;Umwelt;
25.06.2018;Kein Bock auf Rassismus;50;;Antifa und Antira;
25.06.2018;Nein zum Rassismus (vom 05.03. bis 19.12.2018 - jeweils Mo.);50;11;Antifa und Antira;
25.06.2018;Hartz Gesetze ? Agenda 2010 ?? Aktuelles (vom 08.01. bis 17.12.2018 - jeweils Mo.);70;3;Arbeit und Sozialpolitik;
25.06.2018;SEEHOFER MUSS WEG! SEEHOFER ABSCHIEBEN!;300;350;Asyl;
25.06.2018;Solidarität mit Gülaferit;10;;Ausland;
25.06.2018;Stoppt die Verfolgung von Falun Gong-Praktizierenden! (vom 10.04. bis 10.07.2018 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);10;3;Ausland;
25.06.2018;Verfolgung von Falun Gong ... (vom 30.04. bis 28.06.2018 - jeweils Mo.,Mi.,Do.);5;2;Ausland;
25.06.2018;Demonstration für christliche Werte in der Gesellschaft;40;25;Bürgerrechte;
25.06.2018;Mahnwache für Frieden und Menschenrechte (vom 09.04. bis 25.06.2018 - jeweils Mo.);12;5;Bürgerrechte;
25.06.2018;Frieden! Wie seit fast 200 Wochen. Lieben Dank für alles! (vom 01.01. bis 31.12.2018 - jeweils Mo.);100;25;Frieden;
25.06.2018;180. BÄRGIDA - Berliner Patrioten gegen die Islamisierung des Abendlandes - Merkel muss weg (vom 15.01. bis 25.06.2018 - jeweils Mo.);50;;rechts;
25.06.2018;BÄRGIDA - Berliner Patrioten gegen die Islamisierung des Abendlandes (vom 15.01. bis 25.06.2018 - jeweils Mo.);50;35;rechts;
25.06.2018;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.04. bis 30.06.2018 - täglich);10;;rechts;Reichsbürger
25.06.2018;Hilfe wir platzen - Lichtenberger Schulen am Limit (vom 25.06. bis 27.06.2018,Mo.,Di.,Mi.);1000;350;Stadtpolitik;Bildung
25.06.2018;... gegen den falschen Standort BER ... (vom 04.06. bis 24.09.2018 - jeweils Mo.);100;25;Stadtpolitik;
25.06.2018;Gelingens-Bedingungen für einen Zwischenlager-Dialog;10;8;Umwelt;
25.06.2018;Mahnwache zur Erinnerung an die Opfer des atomaren Super-Gaus im japanischen Fukushima, für den weltweiten Frieden UND soziale Gerechtigkeit (vom 19.03. bis 13.09.2018 - jeweils Mo.,Do.);20;4;Umwelt;
26.06.2018;...gegen die Hinrichtungen im Iran;20;37;Ausland;
26.06.2018;Stop Baloch Genozid (vom 26.06. bis 28.06.2018,Di.,Mi.,Do.);10;10;Ausland;
26.06.2018;Stoppt die Verfolgung von Falun Gong-Praktizierenden! (vom 10.04. bis 10.07.2018 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);10;5;Ausland;
26.06.2018;The international day in Support of victims of torture;5;;Ausland;
26.06.2018;Nordsyrien: Der völkerrechtswidrige Angriffskrieg der Türkei gegen Afrin;25;25;Ausland;
26.06.2018;... Humane Drogenpolitik, Schadensminderung ...;30;30;Bürgerrechte;
26.06.2018;Einheit Europas;300;60;Europa;
26.06.2018;Nehmt euch eure Leute zurück – gebt uns unsere wieder her;50;54;rechts;
26.06.2018;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.04. bis 30.06.2018 - täglich);10;;rechts;Reichsbürger
26.06.2018;Hilfe wir platzen - Lichtenberger Schulen am Limit (vom 25.06. bis 27.06.2018,Mo.,Di.,Mi.);1000;10;Stadtpolitik;Bildung
26.06.2018;Tierschutz: Gegen Massentierhaltung;7;7;Tiere;
26.06.2018;Wir pfeifen auf Stuttgart 21 (vom 03.04. bis 26.06.2018 - jeweils Di.);10;3;Umwelt;
26.06.2018;Ende Gelände;6;;Umwelt;
26.06.2018;Sonne statt Kohle;30;30;Umwelt;
26.06.2018;STOP KOHLE – für einen schnellstmöglichen Kohleausstieg!;25;100;Umwelt;
26.06.2018;Wünsche der Lausitz an die Strukturkommission;50;30;Umwelt;
27.06.2018;Aktion / Kundgebung zur Aufsichtsratssitzung bei Vivantes;40;10;Arbeit und Sozialpolitik;
27.06.2018;Tarifrunde 2018 in der T-Systems International;55;25;Arbeit und Sozialpolitik;
27.06.2018;Angriff auf ein Roma-Lager in der Ukraine Stadtrand von Lwiw;100;70;Ausland;
27.06.2018;Solidarität mit Gülaferit;10;;Ausland;
27.06.2018;Stop Baloch Genozid (vom 26.06. bis 28.06.2018,Di.,Mi.,Do.);10;9;Ausland;
27.06.2018;Stoppt die Verfolgung von Falun Gong-Praktizierenden! (vom 10.04. bis 10.07.2018 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);10;2;Ausland;
27.06.2018;Verfolgung von Falun Gong ... (vom 30.04. bis 28.06.2018 - jeweils Mo.,Mi.,Do.);5;3;Ausland;
27.06.2018;Für Informationsrecht von ungewollt Schwangeren, Weg mit § 219a StGB;50;17;Bürgerrechte;Gesundheit,Bürgerrechte
27.06.2018;Horst: 1 Horst;10;;Bürgerrechte;
27.06.2018;Merkel muss weg (vom 22.11.2017 bis 21.11.2018 - jeweils Mi.);50;50;rechts;
27.06.2018;Merkel-muss-weg-Mittwoch (vom 17.01. bis 19.12.2018 - jeweils Mi.);50;;rechts;
27.06.2018;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.04. bis 30.06.2018 - täglich);10;1;rechts;Reichsbürger
27.06.2018;Temporäre Spielstraße im Graefekiez;500;80;Stadtpolitik;
27.06.2018;Hilfe wir platzen - Lichtenberger Schulen am Limit (vom 25.06. bis 27.06.2018,Mo.,Di.,Mi.);1000;20;Stadtpolitik;Bildung
28.06.2018;Pfelge - Lesung Briefe pflegender Angehörige;10;6;Arbeit und Sozialpolitik;
28.06.2018;... Schluss mit den Angriffen gegen die russische Föderation... (vom 27.06. bis 13.09.2018 - jeweils Mi.,Do.,Fr.);20;2;Ausland;
28.06.2018;Gegen die Menschenrechtsverletzungen in Nordkorea ... (vom 19.04. bis 19.07.2018 - jeweils Do.);15;10;Ausland;
28.06.2018;Solidaritäts-Mahnwache der Berliner Greenpeace Aktivisten ...;8;7;Ausland;
28.06.2018;Stop Baloch Genozid;70;35;Ausland;
28.06.2018;Stop Baloch Genozid (vom 26.06. bis 28.06.2018,Di.,Mi.,Do.);10;10;Ausland;
28.06.2018;Stoppt die Verfolgung von Falun Gong-Praktizierenden! (vom 10.04. bis 10.07.2018 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);10;4;Ausland;
28.06.2018;Verfolgung von Falun Gong ... (vom 30.04. bis 28.06.2018 - jeweils Mo.,Mi.,Do.);5;3;Ausland;
28.06.2018;Demonstration für christliche Werte in unserer Gesellschaft;35;15;Bürgerrechte;
28.06.2018;Wir trauern gemeinsam um Ronja;200;100;Gedenken;
28.06.2018;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.04. bis 30.06.2018 - täglich);10;;rechts;Reichsbürger
28.06.2018;Das Leid der Tierindustrie sichtbar machen;4;4;Tiere;
28.06.2018;Tierrechte in die Parlamente;5;;Tiere;
28.06.2018;Mahnwache zur Erinnerung an die Opfer des atomaren Super-Gaus im japanischen Fukushima, für den weltweiten Frieden UND soziale Gerechtigkeit (vom 19.03. bis 13.09.2018 - jeweils Mo.,Do.);20;2;Umwelt;
28.06.2018;Quecksilber ist Sondermüll und gehört nicht in den Mund;20;10;Umwelt;
28.06.2018;Raddemo: Wir haben nichts zu verlieren, als unsere Ketten - Streik der studentischen Beschäftigten;250;250;Verkehr;
28.06.2018;Fahrraddemonstration zum Gedenken an Marina Fasser gestorben am 28 Juni 2017 in ein Fahrrad Unfall.;15;22;Verkehr;
29.06.2018;... Schluss mit den Angriffen gegen die russische Föderation... (vom 27.06. bis 13.09.2018 - jeweils Mi.,Do.,Fr.);20;;Ausland;
29.06.2018;Gegen die Tötung christlicher Bauern in Nord-und Zentralnigeria durch Fulgani-Hirten, unterstützt von Munition durch die Bundesregierung;20;16;Ausland;
29.06.2018;Stoppt die Verfolgung von Falun Gong-Praktizierenden! (vom 10.04. bis 10.07.2018 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);10;4;Ausland;
29.06.2018;Gegen die Menschenrechtsverletzung im Sudan;50;80;Ausland;
29.06.2018;Keine Auslieferung von Turgut Kaya in die Türkei;8;10;Ausland;
29.06.2018;Black Lives Matter ? Schwarzes Leben zählt;800;400;Bürgerrechte;
29.06.2018;Demonstration für christliche Werte in unserer Gesellschaft;35;30;Bürgerrechte;
29.06.2018;Save the Children;0;;Bürgerrechte;
29.06.2018;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.04. bis 30.06.2018 - täglich);10;;rechts;Reichsbürger
29.06.2018;Kitakrise lösen;75;35;Stadtpolitik;
29.06.2018;"Demonstration gegen den baulichen Zustand der Berliner Schulen und den Zustand unseres Schulsystems insgesamt; insbesondere gegen die schlechte politische Leistung der Bildungssenatorin in den vergangenen Jahren";150;20;Stadtpolitik;Bildung
29.06.2018;Gegen ein geplantes Wettbüro;15;10;Stadtpolitik;
29.06.2018;Truck You - Tiertransporte unzensiert. Abschaffung von Tiertransporten!;25;25;Tiere;
30.06.2018;Gegen die Rechtsentwicklung der Regierung;50;10;Antifa und Antira;
30.06.2018;Freiheit für Iran. Stop mit islamischen >Repolik< im Iran und Terrorismus;50;;Ausland;
30.06.2018;Verfolgung von Falun Gong-Praktizierenden in China sofort beenden. (vom 28.04. bis 24.11.2018 - jeweils Sa.);15;8;Ausland;
30.06.2018;Stoppt die Verfolgung von Falun Gong-Praktizierenden! (vom 10.04. bis 10.07.2018 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);10;2;Ausland;
30.06.2018;Volksbegehren zur Abschaffung der GEZ Gebühr;15;;Bürgerrechte;
30.06.2018;Wir demonstrieren gegen die Trennung von Einwandererkindern und Eltern in den vereinigten Staaten im Rahmen eines internationalen Aktionstages;200;80;Bürgerrechte;
30.06.2018;Wir Juden halten nicht mehr unseren Mund;30;5;Bürgerrechte;
30.06.2018;10 Jahre PatVerfü - ein Grund zum Feiern;55;6;Bürgerrechte;Gesundheit
30.06.2018;Speakers Tuktuk #2: Für ein Europa ohne Grenzzäune und die Abschiebung der gesamten CSU sowie des Innenministers Horst Seehofer nach Bayern. Für die Bewahrung der Schengen. Für einen Strand an dem wir gut und gerne liegen: Gedenken an die über 12.000 Toten im Mittelmeer. #noborders #nofrontex #noafd #fckcsu #dankemerkel;15;;Europa;
30.06.2018;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.04. bis 30.06.2018 - täglich);10;;rechts;Reichsbürger
30.06.2018;Keine Tierversuche für Haushaltsprodukte ...;8;;Tiere;
01.07.2018;Aufklärung über die Missstände im Feuerlösch- und Rettungswesen der Stadt Berlin ...;20;6;Arbeit und Sozialpolitik;
01.07.2018;500. Tage In Solidarität mit den protestierenden Familien der Verschwundenen Eelam Tamilen in Sri Lanka;20;12;Ausland;
01.07.2018;Gerechtigkeit für David;200;40;Ausland;
01.07.2018;Hilfe für Daraa;150;300;Ausland;
01.07.2018;Nieder mit der Mauer in der Westsahara;20;7;Ausland;
01.07.2018;Stoppt die Verfolgung von Falun Gong-Praktizierenden! (vom 10.04. bis 10.07.2018 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);10;4;Ausland;
01.07.2018;Gedenken an das Sivas-Massaker vom 2. Juli 1993 in der Türkei;5000;1500;Ausland;
01.07.2018;Istanbul-Berlin Translocal Solidarity March - Berlin walsk with Istanbul Pride March;1500;550;Bürgerrechte;
01.07.2018;Freiheit und Solidarität;4;5;Bürgerrechte;
01.07.2018;Frieden in der Welt und bei uns;20;15;Frieden;
01.07.2018;Meditation für den inneren und äußeren Frieden... (vom 01.07. bis 22.07.2018 - jeweils So.);20;20;Frieden;
01.07.2018;Kein Opfer wird vergessen;0;;Gedenken;
01.07.2018;Gedenken an die Volksbühne;30;3;Gedenken;
01.07.2018;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2018 - täglich);10;4;rechts;Reichsbürger
01.07.2018;Truck You - Tiertransporte unzensiert;250;200;Tiere;
02.07.2018;Nein zum Rassismus (vom 05.03. bis 19.12.2018 - jeweils Mo.);100;11;Antifa und Antira;
02.07.2018;Appellübergabe JEFTA;25;30;Arbeit und Sozialpolitik;
02.07.2018;Berlin gibt den Becher ab;30;25;Arbeit und Sozialpolitik;
02.07.2018;Berlin gibt den Becher ab;30;30;Arbeit und Sozialpolitik;
02.07.2018;Berlin gibt den Becher ab;100;40;Arbeit und Sozialpolitik;
02.07.2018;Hartz Gesetze ? Agenda 2010 ?? Aktuelles (vom 08.01. bis 17.12.2018 - jeweils Mo.);70;10;Arbeit und Sozialpolitik;
02.07.2018;Aufgrund der aktuellen Geschehnisse rund um das Thema deutsche Asylpolitik und Migration sowie im Licht der Beschlüsse auf dem EU Gipfel zeigen wir als Strassentheater Scenes of Migration. Die Aufführung ist eine politische Demonstration für Migration und Migrationsrechte. Flucht ist kein Verbrechen. Migration ist für dieses Land eine Bereicherung und ermöglicht Erneuerung und frische Perspektiven. Die aktuellen Beschlüsse der EU sind der Gipfel der Inhumanität!;50;30;Asyl;
02.07.2018;Flashmob als Zeichen für Solidarität mit polnischen Frauen. Anlass: weitere Verschärfung Abtreibungsgesetzes;50;29;Ausland;
02.07.2018;Freiheit für Isa;50;60;Ausland;
02.07.2018;Kein Geld für Völkermordbotschaften;30;17;Ausland;
02.07.2018;Solidarität mit Gülaferit;10;10;Ausland;
02.07.2018;Stoppt die Verfolgung von Falun Gong-Praktizierenden! (vom 10.04. bis 10.07.2018 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);10;2;Ausland;
02.07.2018;Mahnwache für Frieden und Menschenrechte (vom 02.07. bis 24.09.2018 - jeweils Mo.);12;6;Bürgerrechte;
02.07.2018;Frieden! Wie seit fast 200 Wochen. Lieben Dank für alles! (vom 01.01. bis 31.12.2018 - jeweils Mo.);100;20;Frieden;
02.07.2018;BÄRGIDA - Berliner Patrioten gegen die Islamisierung des Abendlandes (vom 02.07.18 bis 17.12.2018 - jeweils Mo.);50;35;rechts;
02.07.2018;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2018 - täglich);10;;rechts;Reichsbürger
02.07.2018;MieterInnenversammlung bezgl. Verdrängung durch Häuserkäufe;200;100;Stadtpolitik;
02.07.2018;... gegen den falschen Standort BER ... (vom 04.06. bis 24.09.2018 - jeweils Mo.);100;30;Stadtpolitik;
02.07.2018;Mahnwache zur Erinnerung an die Opfer des atomaren Super-Gaus im japanischen Fukushima, für den weltweiten Frieden UND soziale Gerechtigkeit (vom 19.03. bis 13.09.2018 - jeweils Mo.,Do.);20;4;Umwelt;
03.07.2018;Aktive Mittagspause - im Rahmen der Tarifauseinandersetzung des Marburger Bundes Landesverband Berlin/Brandenburg mit der Poliklinik am HELIOS Klinikum Buch GmbH;30;20;Arbeit und Sozialpolitik;
03.07.2018;Stoppt die Verfolgung von Falun Gong-Praktizierenden! (vom 10.04. bis 10.07.2018 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);10;3;Ausland;
03.07.2018;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2018 - täglich);10;1;rechts;Reichsbürger
03.07.2018;Gentrifizierungsdebatte Kreuzberg;80;70;Stadtpolitik;
03.07.2018;Bildung und Schulwesen- ...gegen die Bildungspolitik des Senats;200;;Stadtpolitik;
03.07.2018;Information der Öffentlichkeit über das Tierleid in der Modeindustrie / Fokus: Lederproduktion;8;14;Tiere;
03.07.2018;Wir pfeifen auf Stuttgart 21;3;2;Umwelt;
03.07.2018;Erdgas: Schmutzige Energie für einen sauberen Kiez;8;10;Umwelt;
03.07.2018;Erdgas: Schmutzige Energie für einen sauberen Kiez;8;10;Umwelt;
03.07.2018;Plastik im Meer/ Plastiktüten auf den Wochenmärkten;7;7;Umwelt;
03.07.2018;Politische Aktion zum International Plastic Bag Free Day ...;5;5;Umwelt;
04.07.2018;Aktive Mittagspause bei Medical Park Berlin;35;50;Arbeit und Sozialpolitik;
04.07.2018;Linke Einwanderungspolitik und geplante Sammlungsbewegung;200;150;Asyl;
04.07.2018;Freiheit für Turgut Kaya;20;;Ausland;
04.07.2018;Frieden und Wiedervereinigung für Korea;20;11;Ausland;
04.07.2018;Solidarität mit Gülaferit;10;6;Ausland;
04.07.2018;Stoppt die Verfolgung von Falun Gong-Praktizierenden! (vom 10.04. bis 10.07.2018 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);10;2;Ausland;
04.07.2018;Förderung der Aufmerksamkeit für Organspende;10;20;Bürgerrechte;Gesundheit,Bürgerrechte
04.07.2018;Merkel muss weg (vom 22.11.2017 bis 21.11.2018 - jeweils Mi.);50;;rechts;
04.07.2018;Merkel-muss-weg-Mittwoch (vom 17.01. bis 19.12.2018 - jeweils Mi.);50;38;rechts;
04.07.2018;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2018 - täglich);10;2;rechts;Reichsbürger
04.07.2018;Durch Musik, Tanz und Theater - positive Werte in die Gesellschaft einbringen (vom 04.07. bis 06.07.2018,Mi.,Fr.);100;60;Sonstige;Kultur
04.07.2018;Gegen die Privatisierung von Berliner Schulen;60;40;Stadtpolitik;Bildung
04.07.2018;Schulbau und Schulsanierung im Bezirk vorantreiben!;500;100;Stadtpolitik;Bildung
04.07.2018;Massentierhaltung / fleisch eier milch fisch tierquälerei;20;23;Tiere;
04.07.2018;Hatte Dein Essen ein Gesicht?;10;6;Umwelt;
05.07.2018;Nachhaltige Mode und faire Arbeitsbedingungen;300;130;Arbeit und Sozialpolitik;
05.07.2018;... Schluss mit den Angriffen gegen die russische Föderation... (vom 27.06. bis 13.09.2018 - jeweils Mi.,Do.,Fr.);20;4;Ausland;
05.07.2018;Freiheit für die Gefangenen der G20-Proteste. Mit einer öffentlichen Schreibwerkstatt ein solidarisches Zeichen setzen;50;26;Ausland;
05.07.2018;Gegen die Menschenrechtsverletzungen in Nordkorea ... (vom 19.04. bis 19.07.2018 - jeweils Do.);55;55;Ausland;
05.07.2018;Protest gegen Auslieferung der kurdische Aktivistin und ehemalige Guerillakämpferin Gülizar Tasdemir durch Norwegische Stadt. (sic!);80;18;Ausland;
05.07.2018;Stoppt die Verfolgung von Falun Gong-Praktizierenden! (vom 10.04. bis 10.07.2018 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);10;4;Ausland;
05.07.2018;Verfolgung von Falun Gong-Praktizierenden in China muss sofort aufhören. (vom 05.07. bis 04.10.2018 - jeweils Mo.,Mi.,Do.);5;5;Ausland;
05.07.2018;3. Option für alle!;20;30;Bürgerrechte;
05.07.2018;Keine 2 % für Rüstung! Die Völker wollen Frieden;2;2;Frieden;
05.07.2018;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2018 - täglich);10;;rechts;Reichsbürger
05.07.2018;Durch Musik, Tanz und Theater - positive Werte in die Gesellschaft einbringen;100;60;Sonstige;Kultur
05.07.2018;Infoladen Magdeburg-Stadtfeld bleibt;100;21;Stadtpolitik;
05.07.2018;Video Aktion zur Aufklärung über die Tierindustrie;25;15;Tiere;
05.07.2018;Mahnwache zur Erinnerung an die Opfer des atomaren Super-Gaus im japanischen Fukushima, für den weltweiten Frieden UND soziale Gerechtigkeit (vom 19.03. bis 13.09.2018 - jeweils Mo.,Do.);20;;Umwelt;
06.07.2018;Nein zum Friedensabkommen JEFTA!;25;25;Arbeit und Sozialpolitik;
06.07.2018;Wir BÜRGER für #BERLIN BRENNT – Auf die Missstände bei Feuerwehr, Polizei und Gesundheitswesen aufmerksam machen;30;20;Arbeit und Sozialpolitik;
06.07.2018;Friedensprozess in Kolumbien;100;120;Ausland;
06.07.2018;Stoppt die Verfolgung von Falun Gong-Praktizierenden! (vom 10.04. bis 10.07.2018 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);10;3;Ausland;
06.07.2018;Demonstration für christliche Werte in unserer Gesellschaft;30;20;Bürgerrechte;
06.07.2018;Kinderschützer in Not;150;150;Bürgerrechte;
06.07.2018;Kundgebung gegen Homophobie mit Regenbogenflaggenhissung;50;;Bürgerrechte;
06.07.2018;Gedenken an Franz Jägerstätter 75. Jahrestag der Verkündung des Todesurteils im Reichskriegsgericht;35;15;Gedenken;
06.07.2018;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.07. bis 30.09.2018 - täglich);10;;rechts;Reichsbürger
06.07.2018;Durch Musik, Tanz und Theater - positive Werte in die Gesellschaft einbringen (vom 04.07. bis 06.07.2018,Mi.,Fr.);100;;Sonstige;Kultur
06.07.2018;(Dauer)Kundgebung Lärm gegen Google;0;;Stadtpolitik;
