Datum;Thema;Teilnehmende (Angemeldet);Teilnehmende (tatsächlich);Kategorie;Stichwörter
26.01.2020;Gedenken zum 75. Jahrestag der Befreiung des KZ Auschwitz zum Gedenktag für die Opfer des Nationalsozialismus;15;15;Gedenken;
26.01.2020;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 04.01. bis 29.03.2020 - jeweils Sa.,So.);10;;rechts;Reichsbürger
26.01.2020;Mehringplatz West - Es reicht! Anwohner protestieren gegen das Verhalten des Besitzers ihres Gebäudes;100;;Stadtpolitik;Mieten
26.01.2020;Aufklärung über die gesundheitlichen Folgen beim Konsum von Tierprodukten, wie sie bei der Grünen Woche beworben werden;10;6;Tiere;
26.01.2020;Die Demonstration richtet sich gegen die Tierschutzpolitik;10;3;Tiere;
27.01.2020;Aufstehen gegen Rechtspopulismus, Handeln wegen unserer ökologischen und humanitären (Klima-) Katastrophe (vom 03.01. bis 31.01.2020 - jeweils Mo.,Di.,Mi.,Do.,Fr.);20;;Antifa und Antira;
27.01.2020;Kein Bock auf Nazis/AFD (vom 06.01. bis 14.12.2020 - jeweils Mo.);50;110;Antifa und Antira;
27.01.2020;Der Kampf gegen Hartz 4;50;;Arbeit und Sozialpolitik;
27.01.2020;Mahnwache zur Erinnerung an die Opfer des atomaren Super-Gau im japanischen Fukushima, für den weltweiten Frieden UND soziale Gerechtigkeit (vom 23.09.2019 bis 16.03.2020 - jeweils Mo.);20;3;Ausland;
27.01.2020;Mahnwache für die 1.500 Todesopfer des Bürgerprotestes im Iran vom November 2019 (vom 27.01. bis 01.02.2020,Mo.,Di.,Do.,Fr.,Sa.);15;;Ausland;
27.01.2020;Nichtanerkennung Iranischer Botschaft - Andenken an das Iranische Volk (vom 21.01. bis 31.01.2020 - täglich);50;;Ausland;
27.01.2020;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 01.11.2019 bis 31.01.2020 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;2;Ausland;
27.01.2020;Mahnwache für Frieden und Menschenrechte (vom 06.01. bis 30.03.2020 - jeweils Mo.);12;4;Bürgerrechte;
27.01.2020;75 Jahre Befreiung KZ Auschwitz, 22. Lichterkette für ein tolerantes gewaltfreies Miteinander, gegen Antisemitismus und Rassismus;300;500;Gedenken;
27.01.2020;Gedenken an die Opfer des Nationalsozialismus;30;18;Gedenken;
27.01.2020;Gedenkveranstaltung anlässlich des 75. Jahrestages der Befreiung des Konzentrationslagers Auschwitz;30;16;Gedenken;
27.01.2020;Gedenkveranstaltung zum 27. Januar - Befreiung von Auschwitz;250;300;Gedenken;
27.01.2020;jährliche Gedenkveranstaltung anläßlich des Holocaust-Gedenktags am 27. Januar;50;50;Gedenken;
27.01.2020;Stilles Gedenken am Denkmal für die im Nationalsozialismus verfolgten Homosexuellen;100;150;Gedenken;
27.01.2020;239. Bärgida - Berliner Patrioten gegen die Islamisierung des Abendlandes - Merkel muss weg!!;50;20;rechts;
27.01.2020;Reform3000 - Stolperstein gegen den Holocaust - Ziel: Ablösung des Judenmordes, der sich zur Religion, zum Menschenrecht und zum Zivilisationsmerkmal erklärt hat.;2;2;Sonstige;
27.01.2020;Meinungskundgabe einer Einzelperson: Infos zur Schweinehaltung für den agrarpolitischen Ausschuss des Deutschen Bundesrates;1;;Tiere;
27.01.2020;Mahnwache, Protest und Information: gegen den falschen Standort BER, für eine umwelt- und gesundheitsverträgliche Verkehrspolitik in Deutschland ... (vom 06.01. bis 30.03.2020 - jeweils Mo.);70;;Verkehr;
28.01.2020;Aufstehen gegen Rechtspopulismus, Handeln wegen unserer ökologischen und humanitären (Klima-) Katastrophe (vom 03.01. bis 31.01.2020 - jeweils Mo.,Di.,Mi.,Do.,Fr.);20;;Antifa und Antira;
28.01.2020;Gegen Trump Deal;70;110;Ausland;
28.01.2020;Mahnwache für die 1.500 Todesopfer des Bürgerprotestes im Iran vom November 2019 (vom 27.01. bis 01.02.2020,Mo.,Di.,Do.,Fr.,Sa.);15;;Ausland;
28.01.2020;Nichtanerkennung Iranischer Botschaft - Andenken an das Iranische Volk (vom 21.01. bis 31.01.2020 - täglich);50;;Ausland;
28.01.2020;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 01.11.2019 bis 31.01.2020 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;2;Ausland;
28.01.2020;Menschenrechte Schützen, Konzernklagen verbieten;25;15;Bürgerrechte;
28.01.2020;Aufbau Cavalluna Geheimnis der Ewigkeit;0;;Sonstige;Kultur
28.01.2020;Aufbau Cavalluna Geheimnis der Ewigkeit;0;;Sonstige;Kultur
28.01.2020;Kohleausstieg, Tagung Bundeskabinett;100;20;Umwelt;
29.01.2020;Aufstehen gegen Rechtspopulismus, Handeln wegen unserer ökologischen und humanitären (Klima-) Katastrophe (vom 03.01. bis 31.01.2020 - jeweils Mo.,Di.,Mi.,Do.,Fr.);20;;Antifa und Antira;
29.01.2020;Warnstreik uni-assist e. V.;70;60;Arbeit und Sozialpolitik;
29.01.2020;Tarifverhandlungen Deutsche Welle;30;30;Arbeit und Sozialpolitik;
29.01.2020;Kerzen für Assange (vom 01.01. bis 30.12.2020 - jeweils Mi.);50;50;Ausland;
29.01.2020;Antikriegsmahnwache – Kein Krieg und keine Kriegshetze gegen Russland! ... (vom 08.01. bis 25.03.2020 - jeweils Mi.);15;;Ausland;
29.01.2020;Nichtanerkennung Iranischer Botschaft - Andenken an das Iranische Volk (vom 21.01. bis 31.01.2020 - täglich);50;;Ausland;
29.01.2020;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 01.11.2019 bis 31.01.2020 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;1;Ausland;
29.01.2020;Mahnwache zur Durchsetzung der sozialen Menschenrechte aus Artikel 25 der Allgemeinen Erklärung der Menschenrechte...;100;10;Bürgerrechte;
29.01.2020;… gegen autonome Waffensysteme …;30;;Frieden;
29.01.2020;Gedenken an Fabien;150;100;Gedenken;
29.01.2020;Merkel muss weg (vom 22.11.2019 bis 21.11.2020 - jeweils Mi.);50;8;rechts;
29.01.2020;Merkel muß weg Mittwoch (vom 08.01. bis 23.12.2020 - jeweils Mi.);30;18;rechts;
29.01.2020;Schutz und Verteidigung des Grundrechtes der Kunstfreiheit;10;;Sonstige;Kultur
29.01.2020;Mahnwache um zu verdeutlichen, dass der Artikel 28 der Berliner Landesverfassung verpflichtet das Recht auf angemessenen Wohnraum umzusetzen ist.;40;7;Stadtpolitik;
29.01.2020;Protest gegen die Haltung der SPD-Fraktion in der BVV zum Mieterschutz in Friedrichshain-Kreuzberg;100;125;Stadtpolitik;
29.01.2020;Nacht der Solidarität / Obdachlosenzählung /Wohnungslosenhilfe/Wohnungspolitik;20;30;Stadtpolitik;Mieten
29.01.2020;Ausstieg aus dem Tierversuch;20;25;Tiere;
29.01.2020;Video Aktion zur Aufklärung über die Tierindustrie;15;;Tiere;
29.01.2020;Demonstration zur Verabschiedung des Kohleausstieggesetzes;25;90;Umwelt;
29.01.2020;Euer Kohleausstieg verheizt unsere Zukunft;10;12;Umwelt;
29.01.2020;Euer Kohleausstieg verheizt unsere Zukunft;12;;Umwelt;
29.01.2020;Klimaschutz JETZT – Kohleausstieg JETZT;30;10;Umwelt;
30.01.2020;Aufstehen gegen Rechtspopulismus, Handeln wegen unserer ökologischen und humanitären (Klima-) Katastrophe (vom 03.01. bis 31.01.2020 - jeweils Mo.,Di.,Mi.,Do.,Fr.);20;;Antifa und Antira;
30.01.2020;Gegen die vielfältigen Menschenrechtsverletzungen in Nordkorea (vom 23.01. bis 20.02.2020 - jeweils Do.);15;12;Ausland;
30.01.2020;Mahnwache für die 1.500 Todesopfer des Bürgerprotestes im Iran vom November 2019 (vom 27.01. bis 01.02.2020,Mo.,Di.,Do.,Fr.,Sa.);15;9;Ausland;
30.01.2020;Mahnwache, Solidarität mit den Demonstranten und Gedenken der Opfer im Irak;50;25;Ausland;
30.01.2020;Nichtanerkennung Iranischer Botschaft - Andenken an das Iranische Volk (vom 21.01. bis 31.01.2020 - täglich);50;;Ausland;
30.01.2020;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 01.11.2019 bis 31.01.2020 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;;Ausland;
30.01.2020;Mahnwache zur Durchsetzung der sozialen Menschenrechte aus Artikel 25 der Allgemeinen Erklärung der Menschenrechte...;100;;Bürgerrechte;
30.01.2020;Schluss mit der aggressiven Politik der NATO... (vom 30.01. bis 30.04.2020 - jeweils Do.);20;3;Frieden;
30.01.2020;Räumungsprozess der liebig 34;300;;Stadtpolitik;
30.01.2020;Stoppt das MgvG (Maßnahmegesetzvorbereitungsgesetz). Verhindert das Bauen per Gesetz! Verhindert die gesetzliche Beschränkung von Einwirkungsmöglichkeiten durch Bürgerinitiativen.;2000;6;Stadtpolitik;
31.01.2020;Aufstehen gegen Rechtspopulismus, Handeln wegen unserer ökologischen und humanitären (Klima-) Katastrophe (vom 03.01. bis 31.01.2020 - jeweils Mo.,Di.,Mi.,Do.,Fr.);20;;Antifa und Antira;
31.01.2020;Wir bleiben gefährlich. Den Polizeistaat entsichern!;100;;Antifa und Antira;
31.01.2020;Finger weg von der Selbstbestimmung! (vom 24.01. bis 31.01.2020,Fr.);10;;Arbeit und Sozialpolitik;
31.01.2020;#Free Raif Badawi und alle anderen politischen Gefangenen;10;;Ausland;
31.01.2020;Mahnwache für die 1.500 Todesopfer des Bürgerprotestes im Iran vom November 2019 (vom 27.01. bis 01.02.2020,Mo.,Di.,Do.,Fr.,Sa.);15;9;Ausland;
31.01.2020;Nichtanerkennung Iranischer Botschaft - Andenken an das Iranische Volk (vom 21.01. bis 31.01.2020 - täglich);50;;Ausland;
31.01.2020;Solidarität mit Israel. Dies ist eine Gegenkundgebung zu einer Kundgebung von BDS;30;30;Ausland;
31.01.2020;ständige Mahnwache gegen die Beteiligung Russlands an den Bombardements in Syrien (vom 31.01. bis 07.02.2020 - täglich);35;6;Ausland;
31.01.2020;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 01.11.2019 bis 31.01.2020 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;3;Ausland;
31.01.2020;Kundgebung gegen die Anti-BDS Resolution des Bundestages;15;250;Bürgerrechte;
31.01.2020;Um unsere Traurigkeit an der Ausgang von Europa von der Vereinigten Königsreich (Brexit);30;5;Europa;
31.01.2020;… gegen autonome Waffensysteme …;30;12;Frieden;
31.01.2020;… gegen autonome Waffensysteme …;30;12;Frieden;
31.01.2020;Heimat und Weltfrieden (vom 10.01. bis 26.12.2020 - jeweils Fr.);20;2;rechts;
31.01.2020;Fridays For Future - Klimastreik;300;150;Umwelt;
31.01.2020;Klimaprotest – Adani Kohlemine AUstralien;10;5;Umwelt;
31.01.2020;Mahnwache für das Klima und das Pariser Abkommen – Fridays for Future (vom 03.01. bis 27.03.2020 - jeweils Fr.);12;7;Umwelt;
01.02.2020;In Andenken an Maria - Solidarität mit Opfern von Polizeigewalt;50;50;Asyl;
01.02.2020;Freiheit für Abdullah Öcalan;300;60;Ausland;
01.02.2020;Idlib Under Fire;75;50;Ausland;
01.02.2020;Idlib Under Fire;25;;Ausland;
01.02.2020;Kein US-Krieg gegen Venezuela, Trump UnblockVenezuela, Gegen den Putsch in Bolivien Gegen Intervention und Blockade, Hände weg von dem fortschrittlichen Lateinamerika (vom 04.01. bis 29.02.2020 - jeweils Sa.);50;15;Ausland;
01.02.2020;Mahnwache für die Menschenrechtsverteidiger_in Eren Keskin;10;6;Ausland;
01.02.2020;Mahnwache für die 1.500 Todesopfer des Bürgerprotestes im Iran vom November 2019 (vom 27.01. bis 01.02.2020,Mo.,Di.,Do.,Fr.,Sa.);15;;Ausland;
01.02.2020;Nichtanerkennung Iranischer Botschaft - Andenken an das Iranische Volk (vom 01.02. bis 11.02.2020 - täglich);50;;Ausland;
01.02.2020;Solidarität mit den Demonstranten im Irak;150;60;Ausland;
01.02.2020;ständige Mahnwache gegen die Beteiligung Russlands an den Bombardements in Syrien (vom 31.01. bis 07.02.2020 - täglich);35;5;Ausland;
01.02.2020;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 01.02. bis 31.07.2020 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;2;Ausland;
01.02.2020;Mahnwache für Toleranz und ein friedliches Miteinander;20;20;Frieden;
01.02.2020;Antikriegsmahnwache: NATO abschaffen! Völkerrecht einhalten!;15;;Frieden;
01.02.2020;Ehrung und Gedenken an John Schehr und Genossen.;20;;Gedenken;
01.02.2020;Heimat und Weltfrieden;50;30;rechts;
01.02.2020;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 04.01. bis 29.03.2020 - jeweils Sa.,So.);10;2;rechts;Reichsbürger
01.02.2020;Grausamkeit des Pelzhandels;6;2;Tiere;
01.02.2020;Video Aktion zur Aufklärung über die Tierindustrie (vom 01.02. bis 29.02.2020 - jeweils Sa.);15;;Tiere;
01.02.2020;Mahnwache für die getöteten Fußgänger;15;30;Verkehr;
02.02.2020;Freiheit für Abdullah Öcalan;300;70;Ausland;
02.02.2020;Solidarität mit den politischen Gefangenen in Pakistan;20;;Ausland;
02.02.2020;Versammlung der Algerischen Gemeinde um mehr Demokratie und Gerechtigkeit in Algerien zu fordern;30;15;Ausland;
02.02.2020;Gegen Trumpspolitik in Palästina;300;90;Ausland;
02.02.2020;Menschenrechte in Pakistan;50;60;Ausland;
02.02.2020;Nichtanerkennung Iranischer Botschaft - Andenken an das Iranische Volk (vom 01.02. bis 11.02.2020 - täglich);50;;Ausland;
02.02.2020;ständige Mahnwache gegen die Beteiligung Russlands an den Bombardements in Syrien (vom 31.01. bis 07.02.2020 - täglich);35;5;Ausland;
02.02.2020;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 01.02. bis 31.07.2020 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;3;Ausland;
02.02.2020;Interreligiöses Gebet;10;;Frieden;
02.02.2020;Meditation für inneren und äusseren Frieden. Wir wollen darauf aufmerksam machen, dass Frieden immer in einem Selbst beginnt. (vom 02.02. bis 23.02.2020 - jeweils So.);20;6;Frieden;
02.02.2020;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 04.01. bis 29.03.2020 - jeweils Sa.,So.);10;;rechts;Reichsbürger
03.02.2020;Kein Bock auf Nazis/AFD (vom 06.01. bis 14.12.2020 - jeweils Mo.);50;;Antifa und Antira;
03.02.2020;Warnstreik uni-assist e.V. - Hochschulen sollen Leistung mit ausfinanzieren;50;;Arbeit und Sozialpolitik;
03.02.2020;Der Kampf gegen Hartz 4;50;25;Arbeit und Sozialpolitik;
03.02.2020;Mahnwache zur Erinnerung an die Opfer des atomaren Super-Gau im japanischen Fukushima, für den weltweiten Frieden UND soziale Gerechtigkeit (vom 23.09.2019 bis 16.03.2020 - jeweils Mo.);20;2;Ausland;
03.02.2020;Nichtanerkennung Iranischer Botschaft - Andenken an das Iranische Volk (vom 01.02. bis 11.02.2020 - täglich);50;;Ausland;
03.02.2020;ständige Mahnwache gegen die Beteiligung Russlands an den Bombardements in Syrien (vom 31.01. bis 07.02.2020 - täglich);35;4;Ausland;
03.02.2020;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 01.02. bis 31.07.2020 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;3;Ausland;
03.02.2020;Mahnwache für Frieden und Menschenrechte (vom 06.01. bis 30.03.2020 - jeweils Mo.);12;4;Bürgerrechte;
03.02.2020;Nachhaltige Landwirtschaftspolitik und faire Preise für Landwirt*Innen;15;50;Umwelt;
03.02.2020;Mahnwache, Protest und Information: gegen den falschen Standort BER, für eine umwelt- und gesundheitsverträgliche Verkehrspolitik in Deutschland ... (vom 06.01. bis 30.03.2020 - jeweils Mo.);70;10;Verkehr;
04.02.2020;Gegen das neofaschistische Dienstagsgespräch im Rosengarten;50;;Antifa und Antira;
04.02.2020;Sportliche Entscheidung im griechischen Fußball, PAOK Thessaloniki;20;16;Ausland;
04.02.2020;Nichtanerkennung Iranischer Botschaft - Andenken an das Iranische Volk (vom 01.02. bis 11.02.2020 - täglich);50;;Ausland;
04.02.2020;ständige Mahnwache gegen die Beteiligung Russlands an den Bombardements in Syrien (vom 31.01. bis 07.02.2020 - täglich);35;4;Ausland;
04.02.2020;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 01.02. bis 31.07.2020 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;2;Ausland;
05.02.2020;Wahl des Ministerpräsidenten in Thüringen;100;1100;Antifa und Antira;
05.02.2020;Alle gegen Faschismus;150;1100;Antifa und Antira;
05.02.2020;Kerzen für Assange (vom 01.01. bis 30.12.2020 - jeweils Mi.);50;50;Ausland;
05.02.2020;Antikriegsmahnwache – Kein Krieg und keine Kriegshetze gegen Russland! ... (vom 08.01. bis 25.03.2020 - jeweils Mi.);15;;Ausland;
05.02.2020;Nichtanerkennung Iranischer Botschaft - Andenken an das Iranische Volk (vom 01.02. bis 11.02.2020 - täglich);50;;Ausland;
05.02.2020;ständige Mahnwache gegen die Beteiligung Russlands an den Bombardements in Syrien (vom 31.01. bis 07.02.2020 - täglich);35;5;Ausland;
05.02.2020;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 01.02. bis 31.07.2020 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;2;Ausland;
05.02.2020;Schämt euch CDU & FDP;100;30;Bürgerrechte;
05.02.2020;Gedenken an verstorbenen Radfahrer...;100;90;Gedenken;
05.02.2020;Merkel muss weg (vom 22.11.2019 bis 21.11.2020 - jeweils Mi.);50;1;rechts;
05.02.2020;Merkel muß weg Mittwoch (vom 08.01. bis 23.12.2020 - jeweils Mi.);30;;rechts;
05.02.2020;Video Aktion zur Aufklärung über die Tierindustrie (vom 05.02. bis 26.02.2020 - jeweils Mi.);15;;Tiere;
05.02.2020;Climate Wednesday (Scientists 4 Future) Klimamahnwache (vom 04.12.2019 bis 04.03.2020 - jeweils Mi.);10;;Umwelt;
05.02.2020;#VisionZero - Fahrraddemonstration zum Gedenken an tödlich verunglückten Radfahrer;100;23;Verkehr;
06.02.2020;Warnstreik Charité-Facility-Management GmbH für die Schaffung eines Tarifvertrages – Auf dem Weg zum TVÖD;300;200;Arbeit und Sozialpolitik;
06.02.2020;Mahnwache für die Gestorbenen an den europäischen Außengrenzen;40;30;Asyl;
06.02.2020;Gegen die vielfältigen Menschenrechtsverletzungen in Nordkorea (vom 23.01. bis 20.02.2020 - jeweils Do.);15;10;Ausland;
06.02.2020;Eilige Protestaktion in Solidarität mit den Bürgerprotesten im Iran und der Verhinderung von drohender Folter und Hinrichtung von 12.000 Inhaftierten Protestler (vom 06.02. bis 08.02.2020 - täglich);15;15;Ausland;
06.02.2020;Menschenrechte in Kaschmir;50;31;Ausland;
06.02.2020;Nichtanerkennung Iranischer Botschaft - Andenken an das Iranische Volk (vom 01.02. bis 11.02.2020 - täglich);50;;Ausland;
06.02.2020;ständige Mahnwache gegen die Beteiligung Russlands an den Bombardements in Syrien (vom 31.01. bis 07.02.2020 - täglich);35;10;Ausland;
06.02.2020;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 01.02. bis 31.07.2020 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;3;Ausland;
06.02.2020;Protest zum Wohl unserer Kinder;300;45;Corona-Maßnahmen;
06.02.2020;Einfach nur Frieden;2;;Frieden;
06.02.2020;Schluss mit der aggressiven Politik der NATO... (vom 30.01. bis 30.04.2020 - jeweils Do.);20;;Frieden;
06.02.2020;Protest zu Markthalle Neun;12;14;Stadtpolitik;
06.02.2020;1. Gedenken an die verstorbene Radfahrerin....2. #VisionZero - Fahrraddemonstration zum Gedenken an tödlich verunglückte Radfahrerin;200;200;Verkehr;
07.02.2020;Demonstration zur Abschaffung der Bonpflicht;20;;Arbeit und Sozialpolitik;
07.02.2020;Protest und Presseerklärung zu der Freilassung des Sivas-Massaker Mörders Ahmet Turan Kilic;500;100;Ausland;
07.02.2020;Solidarität mit dem algerischen Volk – Sofortige Freilassung von Louisa Hanoune und allen politischen Gefangenen;15;;Ausland;
07.02.2020;Stop den Putins Terrorismus;100;20;Ausland;
07.02.2020;Eilige Protestaktion in Solidarität mit den Bürgerprotesten im Iran und der Verhinderung von drohender Folter und Hinrichtung von 12.000 Inhaftierten Protestler (vom 06.02. bis 08.02.2020 - täglich);15;;Ausland;
07.02.2020;Nichtanerkennung Iranischer Botschaft - Andenken an das Iranische Volk (vom 01.02. bis 11.02.2020 - täglich);50;;Ausland;
07.02.2020;ständige Mahnwache gegen die Beteiligung Russlands an den Bombardements in Syrien (vom 31.01. bis 07.02.2020 - täglich);35;8;Ausland;
07.02.2020;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 01.02. bis 31.07.2020 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;3;Ausland;
07.02.2020;Mahnwache gegen rechtsextreme Tendenzen in Politik und Gesellschaft;15;;Bürgerrechte;
07.02.2020;25. Mahnwache FÜR den Erhalt der Selbstbestimmung;10;;Bürgerrechte;Gesundheit
07.02.2020;Abstimmung über die PCI-Liste der Europäischen Kommission vom 10.- 13. Februar. Auf der Liste sind viele . Der Protest fordert Europa-Abgeordnete auf gegen die Liste zu stimmen.;100;28;Europa;
07.02.2020;Gedenken an Hatun Aynur Sürücü;80;;Gedenken;
07.02.2020;Heimat und Weltfrieden (vom 10.01. bis 26.12.2020 - jeweils Fr.);20;10;rechts;
07.02.2020;Tierversuche abschaffen – Lichtermahnwache vor Tierversuchslaboren;15;;Tiere;
07.02.2020;Kids for Oceans;30;30;Umwelt;
07.02.2020;Schützt unsere Meere;25;30;Umwelt;
07.02.2020;Fridays For Future - Klimastreik;300;200;Umwelt;
07.02.2020;Mahnwache für das Klima und das Pariser Abkommen – Fridays for Future (vom 03.01. bis 27.03.2020 - jeweils Fr.);12;10;Umwelt;
08.02.2020;Fünf vor zwölf - Kein Fussbreit für rechts. Wir sind laut;50;;Antifa und Antira;
08.02.2020;Keinen Schritt nach rechts;300;400;Antifa und Antira;
08.02.2020;keinen Schritt nach rechts!;300;;Antifa und Antira;
08.02.2020;Mord an Maria;13;;Antifa und Antira;
08.02.2020;#Wir haben Platz;500;;Asyl;
08.02.2020;Tag der Ehre/ Budapest? Keine NS-Verherrlichung in Europa!;50;30;Ausland;
08.02.2020;Idlib under Fire;75;50;Ausland;
08.02.2020;Kein US-Krieg gegen Venezuela, Trump UnblockVenezuela, Gegen den Putsch in Bolivien Gegen Intervention und Blockade, Hände weg von dem fortschrittlichen Lateinamerika (vom 04.01. bis 29.02.2020 - jeweils Sa.);50;20;Ausland;
08.02.2020;Eilige Protestaktion in Solidarität mit den Bürgerprotesten im Iran und der Verhinderung von drohender Folter und Hinrichtung von 12.000 Inhaftierten Protestler (vom 06.02. bis 08.02.2020 - täglich);15;;Ausland;
08.02.2020;Nichtanerkennung Iranischer Botschaft - Andenken an das Iranische Volk (vom 01.02. bis 11.02.2020 - täglich);50;;Ausland;
08.02.2020;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 01.02. bis 31.07.2020 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;2;Ausland;
08.02.2020;"Sichere Straßen - Sichere Heimat; Wer ist für die Unsicherheit verantwortlich?";200;60;Bürgerrechte;
08.02.2020;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 04.01. bis 29.03.2020 - jeweils Sa.,So.);10;5;rechts;Reichsbürger
08.02.2020;Grausamkeit des Pelzhandels;6;5;Tiere;
08.02.2020;Video Aktion zur Aufklärung über die Tierindustrie (vom 01.02. bis 29.02.2020 - jeweils Sa.);15;20;Tiere;
08.02.2020;Auf schwindenden Lebensraum der Pinguine in der Antarktis hinweisen;15;15;Umwelt;
08.02.2020;Klimaerwärmung;500;32;Umwelt;
09.02.2020;Trauerversammlung für Whistleblower Dr. Li Wenliang;20;30;Ausland;
09.02.2020;Unterstützung der algerischen friedliche Revolution;30;25;Ausland;
09.02.2020;Nichtanerkennung Iranischer Botschaft - Andenken an das Iranische Volk (vom 01.02. bis 11.02.2020 - täglich);50;;Ausland;
09.02.2020;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 01.02. bis 31.07.2020 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;;Ausland;
09.02.2020;Meditation für inneren und äusseren Frieden. Wir wollen darauf aufmerksam machen, dass Frieden immer in einem Selbst beginnt. (vom 02.02. bis 23.02.2020 - jeweils So.);20;10;Frieden;
09.02.2020;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 04.01. bis 29.03.2020 - jeweils Sa.,So.);10;2;rechts;Reichsbürger
09.02.2020;Mahnwache zum Gedenken an den 5. getöteten Radfahrer 2020 in Berlin;300;;Verkehr;
09.02.2020;#VisionZero - Fahrraddemonstration zum Gedenken an tödlich verunglückten Radfahrer;200;167;Verkehr;
10.02.2020;Kein Bock auf Nazis/AFD (vom 06.01. bis 14.12.2020 - jeweils Mo.);50;;Antifa und Antira;
10.02.2020;Protest gegen die Zusammenarbeit mit der AFD, Anlass: Ministerpräsidentenwahl in Thüringen;60;8;Antifa und Antira;
10.02.2020;Der Kampf gegen Hartz 4;50;;Arbeit und Sozialpolitik;
10.02.2020;Tarifauseinandersetzung Systemgastronomie – 12 Euro mindestens;25;;Arbeit und Sozialpolitik;
10.02.2020;Anlässlich des Besuchs des ungarischen Ministerpräsidents Orbán öffentliche Aufmerksamkeit für den Demokratieabbau des Orbán-Regimes, wie die aktuelle Untergrabung des Justizsystems, und die Verantwortung der Europäischen und Deutschen Politik zu zu lenken.;50;20;Ausland;
10.02.2020;Mahnwache zur Erinnerung an die Opfer des atomaren Super-Gau im japanischen Fukushima, für den weltweiten Frieden UND soziale Gerechtigkeit (vom 23.09.2019 bis 16.03.2020 - jeweils Mo.);20;10;Ausland;
10.02.2020;Politische Gefangene in RU, insb. ein ungerechtes Urteil (VON HEUTE) in einem falsifizierten Verfahren für 10 junge Menschen, die von russ.Polizei gefoltert wurden;15;20;Ausland;
10.02.2020;Nichtanerkennung Iranischer Botschaft - Andenken an das Iranische Volk (vom 01.02. bis 11.02.2020 - täglich);50;;Ausland;
10.02.2020;Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China beenden (vom 01.02. bis 31.07.2020 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);5;2;Ausland;
10.02.2020;Mahnwache für Frieden und Menschenrechte (vom 06.01. bis 30.03.2020 - jeweils Mo.);12;4;Bürgerrechte;
10.02.2020;Antikriegsmahnwache (vom 06.01. bis 30.03.2020 - jeweils Mo.);15;;Frieden;
10.02.2020;Umwandlung der Parkspur in Radweg bis April 2020 (vom 10.02. bis 23.03.2020 - jeweils Mo.);70;25;Stadtpolitik;
10.02.2020;Mahnwache, Protest und Information: gegen den falschen Standort BER, für eine umwelt- und gesundheitsverträgliche Verkehrspolitik in Deutschland ... (vom 06.01. bis 30.03.2020 - jeweils Mo.);70;;Verkehr;
11.02.2020;Tarifauseinandersetzung Systemgastronomie – 12 Euro mindestens;25;15;Arbeit und Sozialpolitik;
