Demonstrationen / Versammlungen / Aufzüge 2019,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
209,2019-11-09 00:00:00,Versammlung,In Erinnerung an die Reichsprogromnacht - Antisemitismus entgegentreten,2019-10-10 00:00:00,Frauenlobplatz,60
210,2019-10-19 00:00:00,Versammlung,Deponie Steinbruch,2019-10-17 00:00:00,Vogelsbergstraße,10
211,2019-10-22 00:00:00,Versammlung,Gegen den türkischen Angriff auf Rojava,2019-10-18 00:00:00,Gutenbergplatz ,150
212,2019-10-25 00:00:00,Aufzug,"Radweg Marienborn, Klein-Winternheim",2019-10-18 00:00:00,Strecke,100
213,2019-10-30 00:00:00,Versammlung,Internationale Solidarität mit den weltweiten Massenprotesten,2019-10-22 00:00:00,Bahnhofplatz,20
214,2019-11-29 00:00:00,Aufzug,Fridays for Future,2019-10-28 00:00:00,Strecke,1000
215,2019-11-23 00:00:00,Aufzug,Tierrecht / gegen Massentierhaltung,2019-10-28 00:00:00,Strecke,3-8
216,2019-11-08 00:00:00,Versammlung,"Massentierhaltung, Tierrecht, Tierethik, 
Umwelt, Klimawandel, Veganismus, Ernährung und Gesundheit",2019-10-28 00:00:00,Bahnhofplatz,20
217,2019-11-09 00:00:00,Versammlung,"Massentierhaltung, Tierrecht, Tierethik, 
Umwelt, Klimawandel, Veganismus, Ernährung und Gesundheit",2019-10-28 00:00:00,Gutenbergplatz ,20
218,2019-11-22 00:00:00,Versammlung,"Massentierhaltung, Tierrecht, Tierethik, 
Umwelt, Klimawandel, Veganismus, Ernährung und Gesundheit",2019-10-28 00:00:00,Bahnhofplatz,20
219,2019-11-23 00:00:00,Versammlung,"Massentierhaltung, Tierrecht, Tierethik, 
Umwelt, Klimawandel, Veganismus, Ernährung und Gesundheit",2019-10-28 00:00:00,Gutenbergplatz ,20
220,2019-11-14 00:00:00,Versammlung,"Klimatschutz, SPD etc.",2019-10-29 00:00:00,Hindenbrugplatz 6 ,5-10
221,2019-11-13 00:00:00,Versammlung,Transparenz und Deponie-Information,2019-10-29 00:00:00,"Henry-Moisand-Str. 41 A, Auf der Burg 8-20, Am Bornber/bei dem Friedhof",8
222,2019-11-16 00:00:00,Versammlung,Transparenz und Deponie-Information,2019-10-29 00:00:00,"Henry-Moisand-Str. 41 A, Auf der Burg 8-20, Am Bornber/bei dem Friedhof",8
223,2019-11-20 00:00:00,Versammlung,Transparenz und Deponie-Information,2019-10-29 00:00:00,"Henry-Moisand-Str. 41 A, Auf der Burg 8-20, Am Bornber/bei dem Friedhof",8
224,2019-11-23 00:00:00,Versammlung,Transparenz und Deponie-Information,2019-10-29 00:00:00,"Henry-Moisand-Str. 41 A, Auf der Burg 8-20, Am Bornber/bei dem Friedhof",8
225,2019-11-27 00:00:00,Versammlung,Transparenz und Deponie-Information,2019-10-29 00:00:00,"Henry-Moisand-Str. 41 A, Auf der Burg 8-20, Am Bornber/bei dem Friedhof",8
226,2019-11-30 00:00:00,Versammlung,Transparenz und Deponie-Information,2019-10-29 00:00:00,"Henry-Moisand-Str. 41 A, Auf der Burg 8-20, Am Bornber/bei dem Friedhof",8
227,2019-11-05 00:00:00,Versammlung,Warnstreik,2019-10-30 00:00:00,Mercedesstraße,130
228,2019-11-12 00:00:00,Versammlung,Gegen BW Gelöbnis,2019-11-01 00:00:00,Gutenbergplatz ,50
229,2019-11-12 00:00:00,Versammlung,Gegen BW Gelöbnis,2019-11-06 00:00:00,tba.,5-20
230,2019-11-09 00:00:00,Aufzug,In Erinnerung an die Reichsprogromnacht - Antisemitismus entgegentreten,2019-11-06 00:00:00,Strecke,50
231,2019-11-29 00:00:00,Aufzug,Students for Future,2019-11-07 00:00:00,Strecke,1000
232,2019-11-19 00:00:00,Versammlung,Mahnfeuer; Regional statt global …,2019-01-11 00:00:00,"Mainz-Laubenheim (Koordinaten: 49.951517, 8.311491)",20
233,2019-12-14 00:00:00,Aufzug,Gegen Kinder und Altersarmut ,2019-10-18 00:00:00,Strecke ,100
234,2019-11-19 00:00:00,Versammlung,Mahnfeuer; Regional statt global …,2019-01-11 00:00:00,"Mainz-Hechtsheim (Koordinaten: 49.9437825, 8.2674915)
",20
235,2019-11-19 00:00:00,Versammlung,Mahnfeuer; Regional statt global …,2019-01-11 00:00:00,"Mainz-Finthen (Koordinaten: 49.9849871, 8.1834214)",20
236,2019-11-23 00:00:00,Versammlung,Solidarität mit iranisches Volk,2019-11-18 00:00:00,Bahnhofplatz ,50-70
237,2019-12-06 00:00:00,Versammlung,"Massentierhaltung, Tierrecht, Tierethik, 
Umwelt, Klimawandel, Veganismus, Ernährung und Gesundheit",2019-11-18 00:00:00,Alte Universität/Seppel-Glückert-Passage ,20
238,2019-12-07 00:00:00,Versammlung,"Massentierhaltung, Tierrecht, Tierethik, 
Umwelt, Klimawandel, Veganismus, Ernährung und Gesundheit",2019-11-18 00:00:00,Kirschgarten,20
239,2019-12-18 00:00:00,Versammlung,"Massentierhaltung, Tierrecht, Tierethik, 
Umwelt, Klimawandel, Veganismus, Ernährung und Gesundheit",2019-11-18 00:00:00,Leichhof,20
240,2019-12-21 00:00:00,Versammlung,"Massentierhaltung, Tierrecht, Tierethik, 
Umwelt, Klimawandel, Veganismus, Ernährung und Gesundheit",2019-11-18 00:00:00,Rebstockplatz ,20
241,2019-11-24 00:00:00,Versammlung,Menschenrecht statt rechte Menschen - AfD stoppen,2019-11-19 00:00:00,Sporthalle Mainz-Gonsenheim; Rektor-Forestier-Straße ,30-50
242,2019-11-25 00:00:00,Versammlung,Gewalt gegen Frau weltweit ,2019-11-20 00:00:00,Gutenbergplatz (Theater) ,ca. 40
243,2019-12-10 00:00:00,Versammlung,DEMO gegen die Deopnie in Mainz-Laubenheim ,2019-11-21 00:00:00,Kurfürstliches Schloss Mainz,ca. 40
244,2019-11-30 00:00:00,Versammlung,Transparenz und Deponie-Information,2019-11-21 00:00:00,Catharina-Lothary-Str. 40,ca. 50
245,2019-11-25 00:00:00,Versammlung,Bildung,2019-12-11 00:00:00,Dr.-Günther-Storch-Platz (gegenüber Landesmuseum),ca. 50
246,2019-12-04 00:00:00,Versammlung,100% Ökostrom für die JGU,2019-11-21 00:00:00,Albert-Schweitzer-Str. JGU,ca. 100
247,2019-12-10 00:00:00,Versammlung,Menschenrechte # unverhandelbar. Das Sterben an den EU Außengrenzen geht weiter.,2019-11-22 00:00:00,Gutenbergplatz/Denkmalseite ,?
248,2019-11-28 00:00:00,Aufzug,Streikkundgebung,2019-11-25 00:00:00,Strecke,750
249,2019-12-05 00:00:00,Aufzug,Freie Fahrt für Freiwillige,2019-11-20 00:00:00,Strecke,100
250,2019-12-07 00:00:00,Versammlung,Maria 2.0,2019-11-26 00:00:00,Leichhof,ca. 50 -100
251,2019-12-04 00:00:00,Versammlung,Bildung,2019-12-01 00:00:00,Dr.-Günther-Storch-Platz (gegenüber Landesmuseum),ca. 50
252,2019-12-07 00:00:00,Aufzug ,Tierschutz/Gegen Massentierhaltung,2019-11-27 00:00:00,Strecke ,ca. 3-9
253,2019-12-11 00:00:00,Versammlung,Bauerndemonstration - Land schafft Verbindung,2019-12-01 00:00:00,Ernst-Ludwig-Platz,700
254,2019-12-03 00:00:00,Versammlung,Agrarpaket Mahnfeuer - Land schafft Verbindung,2019-12-03 00:00:00,Im Tiefental,10
255,2019-12-16 00:00:00,Versammlung,Schöne Bescherung! - Kritik an der rhl.-pflz. Hochschulpolitik,2019-12-05 00:00:00,Gutenbergplatz ,500
256,2019-12-10 00:00:00,Aufzug,Landwirtschaftspolitik,2019-12-05 00:00:00,Strecke,70-100
257,2019-12-18 00:00:00,Versammlung,FridaysForFuture-Kundgebung zur Entscheidung im Stadtrat zu autofreien Bereichen in der Innenstadt,2019-12-13 00:00:00,Dr.-Günter-Storch-Platz,20
258,2019-12-27 00:00:00,Versammlung,Solidarität mit iranisches Volk,2019-12-27 00:00:00,2019-12-27 00:00:00,ca. 50-70
