Datum,Ort,Art
2020-09-05 00:00:00,Körner Hellweg,Stationär
2020-09-05 00:00:00,Huckarder Marktplatz,Stationär
2020-09-06 00:00:00,Landgrafenstraße,Stationär
2020-09-06 00:00:00,Flughafen Dortmund,Stationär
2020-09-06 00:00:00,Westpark,Stationär
2020-09-06 00:00:00,"Kreuzstraße und Bergstraße, Lünen",Aufzug
2020-09-07 00:00:00,RKP 4 Europabrunnen,Stationär
2020-09-08 00:00:00,Flautweg,Stationär
2020-09-08 00:00:00,Lütgendortmunder Straße,Stationär
2020-09-08 00:00:00,Eving,Stationär
2020-09-09 00:00:00,Alter Markt,Stationär
2020-09-09 00:00:00,Kuckelke,Stationär
2020-09-09 00:00:00,Warmbreitbandstraße ,Stationär
2020-09-09 00:00:00,Stefan-Engel-Platz,Stationär
2020-09-10 00:00:00,RKP,Stationär
2020-09-10 00:00:00,Friedhof,Aufzug
2020-09-10 00:00:00,Revierstraße,Stationär
2020-09-11 00:00:00,Revierstraße,Stationär
2020-09-11 00:00:00,Scharnhorst ,Stationär
2020-09-11 00:00:00,Kaiserstraße  ,Stationär
2020-09-11 00:00:00,Wittenerstraße,Stationär
2020-09-12 00:00:00,Friedhof,Stationär
2020-09-12 00:00:00,RKP,Stationär
2020-09-12 00:00:00,Rheinische Straße - Platz von Xian,Aufzug
2020-09-12 00:00:00,Lünen,Aufzug
2020-09-12 00:00:00,Niergartenstraße,Stationär
2020-09-12 00:00:00,Hauptbahnhof,Stationär
2020-09-12 00:00:00,Brauhausstraße/Hansaplatz,Stationär
2020-09-12 00:00:00,RKP - Westpark,Aufzug
2020-09-12 00:00:00,Hombruch Marktplatz,Stationär
2020-09-12 00:00:00,Hörde,Stationär
2020-09-12 00:00:00,Mengede,Stationär
2020-09-12 00:00:00,Westerfilde ,Stationär
2020-09-12 00:00:00,RKP,Stationär
2020-09-13 00:00:00,Friedensplatz,Stationär
2020-09-14 00:00:00,RKP 4 Europabrunnen,Stationär
2020-09-16 00:00:00,Kuckelke,Stationär
2020-09-17 00:00:00,Westenhellweg Ecke Potgasse,Stationär
2020-09-18 00:00:00,Parplatz Landgericht - Kaiserbrunnen,Aufzug
2020-09-18 00:00:00,Lange Straße 11,Stationär
2020-09-19 00:00:00,Friedhof,Stationär
2020-09-19 00:00:00,Platz der Deutschen Einheit,Stationär
2020-09-19 00:00:00,RKP,Stationär
2020-09-20 00:00:00,Friedensplatz-Hoeschpark,Aufzug
2020-09-20 00:00:00,Do-Wambel bis Hansaplatz,Aufzug
2020-09-21 00:00:00,RKP 4 Europabrunnen,Stationär
2020-09-22 00:00:00,Flautweg,Stationär
2020-09-24 00:00:00,Kuckelke/Alter Burgwall,Stationär
2020-09-24 00:00:00,Friedhof,Stationär
2020-09-25 00:00:00,Reinoldikirchplatz,Stationär
2020-09-25 00:00:00,Südwall,Stationär
2020-09-25 00:00:00,Westpark - Südwall,Aufzug
2020-09-25 00:00:00,Nordstadt - Südwall,Aufzug
2020-09-25 00:00:00,Kreuzviertel - Südwall,Aufzug
2020-09-25 00:00:00,Huckarde- Südwall,Aufzug
2020-09-25 00:00:00,Aplerbeck - Südwall,Aufzug
2020-09-25 00:00:00,RKP,Stationär
2020-09-25 00:00:00,RKP,Stationär
2020-09-25 00:00:00,Willy-Brandt-Platz Lünen ,Aufzug
2020-09-25 00:00:00,Reinoldikirchplatz,Stationär
2020-09-26 00:00:00,Friedhof,Stationär
2020-09-26 00:00:00,DSW21-Kundencenter,Stationär
2020-09-26 00:00:00,Potgasse,Stationär
2020-09-28 00:00:00,RKP 4 Europabrunnen,Stationär
2020-09-29 00:00:00,Körner Platz ,Stationär
2020-09-30 00:00:00,Kampstr./Katharinenstr.,Stationär
2020-09-30 00:00:00,Kronprinzenstraße,Stationär
2020-09-30 00:00:00,Klinikum Westfalen Lütgendortmund,Aufzug
2020-09-30 00:00:00,Kuckelke/Alter Burgwall,Stationär
2020-09-30 00:00:00,Klinikum Nord,Stationär
2020-09-30 00:00:00,Klinikum Mitte,Aufzug
2020-09-30 00:00:00,Stefan-Engel-Platz,Stationär
2020-09-30 00:00:00,Stefan-Engel-Platz,Stationär
2020-10-01 00:00:00,Phoenix-See - Friedensplatz,Aufzug
2020-10-01 00:00:00,TU Dortmund - Friedensplatz,Aufzug
2020-10-01 00:00:00,Höschpark - Friedensplatz,Aufzug
2020-10-01 00:00:00,Naturmuseum - Friedensplatz,Aufzug
2020-10-01 00:00:00,Platz von Xian - Friedensplatz,Aufzug
2020-10-01 00:00:00,Marktplatz Lünen ,Aufzug
2020-10-01 00:00:00,Katharinenstraße,Stationär
2020-10-02 00:00:00,Adlerturm DEW 21,Stationär
2020-10-02 00:00:00,Katharinenstraße,Stationär
2020-10-02 00:00:00,Potgasse,Stationär
2020-10-03 00:00:00,Friedhof,Stationär
2020-10-03 00:00:00,Platz der Deutschen Einheit - Platz der Deutschen Einheit,Aufzug
2020-10-03 00:00:00,Platz der Deutschen Einheit,Stationär
2020-10-05 00:00:00,Max-Eyth-Straße - Brücke,Stationär
2020-10-05 00:00:00,Lübkestraße - Brücke,Stationär
2020-10-05 00:00:00,Hermann-Löns-Straße - Brücke,Stationär
2020-10-05 00:00:00,Europabrunnen,Stationär
2020-10-05 00:00:00,RKP 1,Stationär
2020-10-07 00:00:00,Kuckelke/Alter Burgwall,Stationär
2020-10-08 00:00:00,Friedhof,Stationär
2020-10-10 00:00:00,Friedhof,Stationär
2020-10-10 00:00:00,Harkortstraße,Stationär
2020-10-10 00:00:00,Potgasse,Stationär
2020-10-12 00:00:00,Europabrunnen,Stationär
2020-10-13 00:00:00,Klinikum - Westpark,Aufzug
2020-10-14 00:00:00,Innenstadt - FP,Aufzug
2020-10-15 00:00:00,Südwall,Aufzug
2020-10-15 00:00:00,Günter-Samtlebe-Platz,Stationär
2020-10-15 00:00:00,Kuckelke,Stationär
2020-10-15 00:00:00,Körner Platz/ Am Bertholdshof,Stationär
2020-10-16 00:00:00,"Gedenkstein ""Schlacht am Nordmarkt""",Stationär
2020-10-17 00:00:00,Friedhof,Stationär
2020-10-17 00:00:00,Harkortstraße,Stationär
2020-10-17 00:00:00,Friedensplatz,Stationär
2020-10-17 00:00:00,Platz von Netanya,Stationär
2020-10-18 00:00:00,Hansaplatz - Wall,Aufzug
2020-10-19 00:00:00,Europabrunnen,Stationär
2020-10-19 00:00:00,Westfalenhallen,Stationär
2020-10-20 00:00:00,Friedensplatz + Südwall,Stationär
2020-10-20 00:00:00,Günter-Samtlebe-Platz,Stationär
2020-10-20 00:00:00,Willy-Brandt-Platz,Stationär
2020-10-23 00:00:00,Kuckelke ,Stationär
2020-10-23 00:00:00,RKP - RKP,Aufzug
2020-10-24 00:00:00,Reinoldikirchplatz,Stationär
2020-10-24 00:00:00,Hansaplatz,Stationär
2020-10-24 00:00:00,Katharinenstraße,Stationär
2020-10-24 00:00:00,Friedensplatz,Stationär
2020-10-24 00:00:00,Platz der Deutschen Einheit,Stationär
2020-10-24 00:00:00,Platz der Deutschen Einheit,Stationär
2020-10-24 00:00:00,Reinoldikirchplatz,Stationär
2020-10-25 00:00:00,"Gedenkstein ""Schlacht am Nordmarkt""",Stationär
2020-10-25 00:00:00,Möllerbrücke,Stationär
2020-10-26 00:00:00,Europabrunnen,Stationär
2020-10-27 00:00:00,Friedensplatz - Friedensplatz,Aufzug
2020-10-27 00:00:00,Platz der Deutschen Einheit,Stationär
2020-10-28 00:00:00,Friedhof,Stationär
2020-10-30 00:00:00,Platz von Netanya,Stationär
2020-10-31 00:00:00,Reinodikirchplatz,Stationär
2020-10-31 00:00:00,Platz von Netanya,Stationär
2020-10-31 00:00:00,Friedhof - RKP - City,Aufzug
2020-10-31 00:00:00,Platz von Netanya,Stationär
2020-10-31 00:00:00,Alter Burgwall,Stationär
2020-10-31 00:00:00,Platz der Deutschen Einheit,Stationär
2020-11-02 00:00:00,Europabrunnen,Stationär
2020-11-02 00:00:00,Friedensplatz,Stationär
2020-11-04 00:00:00,Alter Burgwall,Stationär
2020-11-04 00:00:00,Platz der Deutschen Einheit,Stationär
2020-11-05 00:00:00,Platz der Deutschen Einheit,Stationär
2020-11-06 00:00:00,Reinoldikirchplatz,Stationär
2020-11-06 00:00:00,Platz der Deutschen Einheit,Stationär
2020-11-07 00:00:00,Paulinenstraße - Westpark,Aufzug
2020-11-07 00:00:00,RKP,Stationär
2020-11-07 00:00:00,Huckarde Marktplatz,Stationär
2020-11-07 00:00:00,Katharinenstraße,Stationär
2020-11-07 00:00:00,Reinoldikirchplatz,Stationär
2020-11-08 00:00:00,Dortmunder U ,Stationär
2020-11-09 00:00:00,Dorstfeld ,Stationär
2020-11-09 00:00:00,Europabrunnen,Stationär
2020-11-09 00:00:00,Platz der Alten Synagoge,Stationär
2020-11-11 00:00:00,Kuckelke/Alter Burgwall,Stationär
2020-11-14 00:00:00,Katharinentreppe,Stationär
2020-11-14 00:00:00,RKP,Stationär
2020-11-15 00:00:00,Hauptfriedhof Dortmund,Stationär
2020-11-15 00:00:00,Friedhof,Stationär
2020-11-16 00:00:00,Europabrunnen,Stationär
2020-11-18 00:00:00,Katharinenstraße,Stationär
2020-11-19 00:00:00,Kampstraße DSW21,Stationär
2020-11-20 00:00:00,Alter Burgwall,Stationär
2020-11-21 00:00:00,Platz der Deutschen Einheit,Stationär
2020-11-21 00:00:00,Reinoldikirchplatz,Stationär
2020-11-22 00:00:00,Duisburg - Dortmund,Aufzug
2020-11-23 00:00:00,Europabrunnen,Stationär
2020-11-23 00:00:00,Hansaplatz,Stationär
2020-11-23 00:00:00,Alter Markt,Stationär
2020-11-23 00:00:00,Kleppingstraße,Stationär
2020-11-23 00:00:00,Reinoldikirchplatz,Stationär
2020-11-23 00:00:00,Willy-Brandt-Platz,Stationär
2020-11-23 00:00:00,Kampstraße,Stationär
2020-11-23 00:00:00,Platz von Netanya,Stationär
2020-11-23 00:00:00,Petrikirchplatz,Stationär
2020-11-23 00:00:00,Platz von Leeds,Stationär
2020-11-23 00:00:00,Katharinenstraße,Stationär
2020-11-24 00:00:00,Katharinenstraße 4+5,Stationär
2020-11-25 00:00:00,Friedensplatz,Stationär
2020-11-25 00:00:00,Platz von Netanya,Stationär
2020-11-25 00:00:00,Katharinenstraße,Stationär
2020-11-25 00:00:00,Friedensplatz,Stationär
2020-11-25 00:00:00,Reinoldikirchplatz,Stationär
2020-11-27 00:00:00,Kuckelke/Alter Burgwall,Stationär
2020-11-28 00:00:00,Cinestar - Bornstraße,Stationär
2020-11-28 00:00:00,Phoenixgelände Hörde,Stationär
2020-11-30 00:00:00,Europabrunnen,Stationär
2020-11-30 00:00:00,Semerteichstraße,Stationär
2020-12-03 00:00:00,Platz der Deutschen Einheit,Stationär
2020-12-04 00:00:00,Kuckelke/Alter Burgwall,Stationär
2020-12-05 00:00:00,Platz der Deutschen Einheit,Stationär
2020-12-05 00:00:00,Katharinenstraße,Stationär
2020-12-05 00:00:00,Reinoldikirchplatz 2,Stationär
2020-12-05 00:00:00,Platz von Hiroshima - Gedenkstätte/Gingkobaum,Stationär
2020-12-05 00:00:00,Reinoldikirchplatz,Stationär
2020-12-06 00:00:00,Innenstadt Nord,Aufzug
2020-12-07 00:00:00,Europabrunnen,Stationär
2020-12-09 00:00:00,Hansaplatz,Stationär
2020-12-10 00:00:00,Potgasse,Stationär
2020-12-11 00:00:00,Kuckelke/Alter Burgwall,Stationär
2020-12-12 00:00:00,Katharinenstraße,Stationär
2020-12-12 00:00:00,Huckarde,Stationär
2020-12-13 00:00:00,Marienkirche Lünen - RKP Dortmund,Aufzug
2020-12-13 00:00:00,Rombergpark,Aufzug
2020-12-14 00:00:00,Europabrunnen,Stationär
2020-12-14 00:00:00,Platz der Deutschen Einheit,Stationär
2020-12-16 00:00:00,RKP - Westenhellweg - RKP,Aufzug
2020-12-18 00:00:00,Kuckelke/Alter Burgwall,Stationär
2020-12-19 00:00:00,Reinoldikirchplatz,Stationär
2020-12-19 00:00:00,Katharinenstraße,Stationär
2020-12-21 00:00:00,Europabrunnen,Stationär
2020-12-23 00:00:00,Katharinenstraße 4+5,Stationär
2020-12-26 00:00:00,Platz der Deutschen Einheit,Stationär
2020-12-28 00:00:00,Europabrunnen,Stationär
2020-12-31 00:00:00,Reinoldikirchplatz,Stationär
