Datum,Von,Bis,Thema,Strasse,Nr,PLZ,Aufzugsstrecke,Teilnehmende (angemeldet),Teilnehmende (tatsächlich)
22.04.2022,09:00,14:00,"""Voice of Mariupol""",Alexanderplatz,,10178.0,,3.0,
22.04.2022,10:00,12:00,"""Klimamahnwache zum Pariser Abkommen Fridays For Future"" (vom 04.02. bis 29.04.2022 - jeweils Fr.)",Platz der Republik,1,10557.0,,12.0,7.0
22.04.2022,10:30,13:00,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,3.0
22.04.2022,11:30,12:30,"""Gegen Folter und Verfolgung in Kasachstan""",Unter den Linden,78,10117.0,,3.0,3.0
22.04.2022,14:00,15:00,"""Mahnwache und Gebet von Christen aus ganz Deutschland aufgrund jüngster antisemitischer Ausschreitungen mit Aufruf zu Terror und Mord auf deutschen Boden""",Willy-Brandt-Str.,1,10557.0,,25.0,5.0
22.04.2022,14:00,17:00,"""Voice of Mariupol""",Hackescher Markt,,10178.0,,3.0,3.0
22.04.2022,16:00,19:00,"""Protestdemonstration gegen die israelischen Aggressionen in Jerusalem""",,,,Rathaus Neukölln - Erkstraße - Sonnenallee - Reuterstraße - Karl-Marx-Straße - Rathaus Neukölln,500.0,750.0
22.04.2022,17:00,18:00,"""Gedenken Befreiung Weißensee""",Berliner Allee,125,13088.0,,20.0,27.0
22.04.2022,17:00,19:00,"""Angriffe des türkischen Staates auf Südkurdistan""",,,,Hermannplatz - Kottbusser Damm - Kottbusser Str. - Kottbusser Tor – Adalbertstr. – Oranienstr. – Oranienplatz (Nordseite),250.0,260.0
22.04.2022,17:00,19:00,"""Voice of Mariupol""",,,,,3.0,
22.04.2022,18:00,20:30,"""Wir gedenken des antifaschistischen Widerstandskämpfers Paul Schiller, der mit seiner Gruppe am Rudolfplatz aktiv war und am 22.4.1945 von der SS ermordet wurde.""",Rudolfplatz,,10245.0,,30.0,30.0
22.04.2022,19:00,20:00,"""Gemeinsames Singen für Frieden in der Ukraine und auf der Welt""",Unter den Linden,63,10117.0,,20.0,8.0
22.04.2022,19:00,21:00,"""Voice of Mariupol""",Warschauer Str.,,10243.0,,3.0,
23.04.2022,09:30,12:30,"""Unterschriftenübergabe Petition ""Steuerprivilegien kippen""""",Luckenwalder Str.,4-6,10963.0,,15.0,15.0
23.04.2022,10:00,11:00,"""Wir sind nicht eure Erneuerung(-sdebatte)""",Straße der Pariser Kommune,,10243.0,,10.0,12.0
23.04.2022,10:00,19:00,"""Wie erkennt man einseitige Berichterstattung""",Wörther Str.,35,10435.0,,20.0,10.0
23.04.2022,11:00,13:00,"""Zum Anlass des neunten Jahrestages des Fabrikeinsturzes wollen wir dieses Jahr wieder darauf aufmerksam machen, dass große Modeunternehmen, wie Levis das Gebäudesicherheitsabkommen international ACCORD unterschreiben sollten.""",Kurfürstendamm,,10719.0,,5.0,3.0
23.04.2022,11:00,22:00,"„Gemäß der geistigen Auffassung unserer Minderheit für Freiheit und Volksherrschaft - für Heimat und Welt-Frieden – für eine lebenswerte Zukunft für Alle Menschen durch konkrete Umsetzung Potsdamer Abkommen sowie der Krim-Deklaration mittels Durchführung der nicht erfolgten Entnazifizierung der Person gemäß Artikel 139 Grundgesetz für die Bundesrepublik Deutschland (BRD), den SHAEF-Gesetz Nr. 1 Aufhebung nationalsozialistischer Gesetze Art. III Absatz 4, weiter den ehrenhalber Abschluss der fehlenden Friedensverträge mit über 54 kriegsbeteiligten Nationen zur endgültigen und dauerhaften Beendigung des zweiten Welt-Krieges sowie Verfassungsreferendum in freier Selbstbestimmung des deutschen Volkes gemäß Artikel 146 Grundgesetz für die Bundesrepublik Deutschland""",Platz der Republik,1,10557.0,,300.0,20.0
23.04.2022,11:30,16:00,"""Auto- und Fahrradkorso vom Autokorso Berlin - das Original-, eine Informationsveranstaltung für alle Menschen. Wir leben Demokratie und fordern unsere Grundrechte ein! Wir dulden keinen Gesundheitsfaschismus und keine Experimente an Menschen! Für Frieden, Freiheit und Selbstbestimmung! Offenes Mikrophon, jeder Mensch hat eine Stimme.""",,,,"Neu: Parkplatz Märkische Allee 414 - Klandorfer Str. - Rosenbecker Str. - Havemannstr. - Flämingstr. - Wittenberger Str. - Wörlitzer Str. - Havemannstr. - Kemberger Str. - Wuhletalstr. - Wuhletalstr. - Mehrower Allee - Oberweißbacher Str. - Lea-Grundig-Str. - Mehrower Allee - Lea-Grundig-Str. - Raoul-Wallenberg-Str. - Franz-Stenzer-Str. - Raoul-Wallenberg-Str. - MArzahner Promenade - Viktor-Klemperer-Platz (ZK) - Marzahner Promenade - Eastgate/Busparkplatz (ZK) - Marzahner Promenade - Märkische Allee - Raoul-Wallenberg-Str. - Allee der Kosmonauten - Eitelstr. - Oberfeldstr. - Cecilienstr. - Lily-Braun-Str. - Gülzower Str. - Heinrich-Grüber-Str. - Heinrich-Grüber-Str. - Ridbacher Str. - Grottkauer Str. - Glauchauer Str. - Nossener Str. - Riesaer Str. - Alice-Salomon-Platz (ZK) - Stendaler Str. - Janusz-Korczak-Str. - Tangermünder Str. - Quedlinburger Str. - Louis-Lewin-Str. - Böhlener Str. - Park&Ride Parkplatz U-Bhf. Hönow (EK) alt: P&R Parkplatz, am S-Bhf. Ahrensfelde - Klandorfer Str. - Eichhorster Str. - Havemannstr. - Flämingstr. - Wittenberger Str. - Havemannstr. - Kemberger Str. - Wuhletalstr. - Oberweißbacher Str. - Mehrower Allee - Lea-Grundig-Str. - Raoul-Wallenberg-Str. - Franz-Stenzer-Str. - Marzahner Promenade - Viktor-Klemperer-Platz (ZK) - Marzahner Promenade - Eastgate (ZK) - Märkische Allee - Raul-Wallenberg-Str. - Allee der Kosmonauten - Siemens-Gymnasium (ZK) - Allee der Kosmonauten - Eitelstr. - Oberfeldstr. - Cecilienstr. - Lily-Braun-Str. - Gülzower Str. - Heinrich-Grüber-Str. - Ridbacher Str. - Grottkauer Str. - Glauchauer Str. - Nossener Str. - Risaer Str. - Alice-Salomon-Platz (ZK) - Janusz-Korczak-Str. - Quedlinburger Str. - Louis-Lewin-Str. - Böhlener Str. - P&R Parkplatz am U-Bhf. Hönow",50.0,35.0
23.04.2022,12:00,14:00,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,3.0
23.04.2022,12:00,16:00,"""Jahrestag der iranischen Besatzung in Ahwaz""",Podbielskiallee,67,14195.0,,50.0,28.0
23.04.2022,13:00,15:00,"""Tierrechte und Klimaschutz - 42 Tage - Hühnermast""",Dircksenstr.,117,10178.0,,20.0,10.0
23.04.2022,13:00,15:00,"""Gewerkschaftsjugend in Bewegung: Transformation, Wohnen und Umlagefinanzierungen.""",Müllerstr.,147,13353.0,,200.0,15.0
23.04.2022,13:00,16:00,"""Für ein Europa ohne Tierversuche - gemeinsame Aktion mit Lush""",Rathausstr.,5,10178.0,,10.0,
23.04.2022,13:00,16:00,"""Video-Aktion zur Aufklärung über die Tierindustrie""",Alexanderplatz,,10178.0,,20.0,5.0
23.04.2022,13:00,17:00,"""Wahlrecht für ALLE""",Adalbertstr.,97,10999.0,,100.0,100.0
23.04.2022,13:00,19:00,"""Wir, die FREIEN GEISTER, fahren für unsere Kinder und gegen die Spaltung unserer Gesellschaft. Wir lassen uns nicht spalten. Zusammenhalt und Gleichberechtigung für ALLE ! / Jung und Alt, groß und klein, KEINE G - Regeln, für ALLE. Wir sind Menschen aus der Mitte unserer Bevölkerung. Das ist für unsere Kinder, sie sollen nicht in Ketten leben, ohne Angst und ohne Tränen. Meinungsfreiheit und Diskurs um die Bevölkerung zu einen. Wir informieren die Bevölkerung über Daten, Zahlen und Fakten sowie die Entwicklungen und Auswirkungen der Coronamaßnahmen und decken Hintergründe im Zusammenhang mit dem Infektionsschutzgesetz auf. Ein klares Nein zur Impfpflicht.""",,,,"NEU: Weißenseer Weg (Parkplatz Sportforum Hohenschönhausen - AK) - Weißenseer Weg - Möllendorffstr. - Frankfurter Allee (ZK, Laukw auf Höhe Ringcenter 1) - Frankfurter Allee - Gürtelstr. - Neue Bahnhofstr. - Neue Bahnhofstr. Ecke Boxhagener Str. (ZK) - Boxhagener Str. - Warschauer Str. - Frankfurter Tor - Warschauer Str. - Warschauer Brücke - Am Oberbaum - Oberbaumbrücke - Oberbaumstr. - Schlesisches Tor - Schlesische Str. - Vor dem Schlesischen Tor - Puschkinallee - Bouchéstr. - Puschkinallee - Elsenstr. - Am Treptower Park - Bulgarische Str. - Alt-Treptow - Alt-Treptow 15 (Zenner - EK, Laukw vor der Einfahrt Biergarten) ALT: Weißenseer Weg (Parkplatz Sportforum Hohenschönhausen - AK) - Weißenseer Weg - Möllendorffstr. - Frankfurter Allee (ZK, Laukw auf Höhe Ringcenter 1) - Frankfurter Allee - Karl-Marx-Allee - Alexanderstr. - Karl-Liebknecht-Str. - Karl-Liebknecht-Brücke - Schloßplatz (ZK, Laukw am Ende des Lustgartens) - Schloßbrücke - Unter den Linden - Friedrichstr. - Französische Str. - Werderscher Markt - Schloßplatz - Breite Str. - Fischerinsel - Neue Roßstr. - Annenstr. - Heinrich-Heine-Str. - Köpenicker Str. - Schlesische Str. - Vor dem Schlesischen Tor - Puschkinallee - Elsenstr. - Am Treptower Park - Bulgarische Str. - Alt Treptow - Alt-Treptow 15 (Zenner - EK, Laukw vor der Einfahrt Biergarten)",70.0,25.0
23.04.2022,14:00,15:30,"""Die Ukraine ist Symbol des Friedens""",,,,Tempelhofer Feld - Tempelhofer Damm - Mehringdamm - Gneisenaustr. - Zossener Str. - Gitschiner Str. - Wassertorplatz - Skalitzer Str. - Kottbusser Tor - Adalbertstr. - Oranienstr. - Oranienplatz - Leuschnerdamm - Michaelkirchplatz - Michaelkirchstr. – Michaelbrücke – An d. Michaelbrücke – Lichtenberg Str. - Strausberger Platz - Karl-Marx-Allee - Alexanderstr. - Karl-Liebknecht-Str. - Unter den Linden - Pariser Platz,100.0,130.0
23.04.2022,14:00,17:30,"""Kein US-Krieg gegen Venezuela USA Unblock Venezuela USA Unblock Kuba Gegen Intervention und Blockade, Schluss mit der Kriegstreiberei Kein Krieg vom deutschen Boden, keine Waffenlieferungen, keine Kriegsbeteiligung Hände weg vom Donbass Save Donbass People Solidarität mit Sandinistischen Revolution Solidarität mit den fortschrittlichen Menschen in Chile, Peru und allen anderen Ländern Lateinamerikas Frente Nacional por la Democracia y la Gobernabilidad Berlin"" (vom 12.03. bis 28.05.2022 - jeweils Sa.)",Pariser Platz,2,10117.0,,50.0,10.0
23.04.2022,14:00,18:00,"""Russian Propaganda and spreading misinformation About Ukraine""",Cora-Berliner-Str.,1,10117.0,,15.0,4.0
23.04.2022,15:00,16:00,"""Freiheit für Ali Osman Köse""",Oranienplatz,,10999.0,,10.0,
23.04.2022,15:00,16:30,"""VERANTWORTUNG FÜR GESCHICHTE ÜBERNEHMEN - GENOZIDAN ANERKENNEN!""",Tiergartenstr.,19-21,10785.0,,50.0,41.0
23.04.2022,15:00,17:00,"""Heimat und Weltfrieden"" (vom 08.01. bis 31.12.2022 - jeweils Sa.)",Platz der Republik,1,10557.0,,20.0,10.0
23.04.2022,16:00,18:30,"""Gegen die anhaltende Enteignung der Palästinenser in Jerusalem und extreme Gehalt gegen die Palästinensische Zivilbevölkerung, die durch Israel angewendet wird.""",,,,Oranienplatz - Oranienstr. - Adalbertstr. - Kottbusser Damm - Hermannplatz,500.0,
23.04.2022,16:30,17:30,"""Mahnwache für getötetes Kind im Straßenverkehr""",Landsberger Allee,,12681.0,,50.0,30.0
23.04.2022,17:00,18:30,"""Tag der Befreiung Köpenicks""",Platz des 23. April,1,12555.0,,50.0,38.0
24.04.2022,11:30,14:30,"""Pro-putinsche Autokorsos sind eine Schande für Berlin und gehören sofort verboten! Wir stellen uns entgegen. Stoppt Putin, stoppt den Krieg - Schließt euch an!""",,,,,100.0,110.0
24.04.2022,12:00,14:00,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,4.0
24.04.2022,12:00,18:00,"""Countering pro-Russian-Putinist propaganda on the Streets of Berlin. Putinist occupiers and soldiers and also their mercenaries out of Ukraine. Russia without Putinista. Slava Ukraine! Pro russisch-putinistischer Propaganda auf Berliner Straßen entgegentreten. Putinistische Besatzer und Soldaten sowie ihre Söldner raus aus der Ukraine. Russland ohne Putinisten. Slava Ukraini!""",,,,Puschkinallee - Schlesische Str. - Falckensteinstr. - Oberhaumstr. - Oberbaumbrücke (ZK) - Warschauer Str. - Warschauer Brücke - Warschauer Str. - Frankfurter Tor,100.0,10.0
24.04.2022,13:30,16:30,"""Konsumkritische Tauschaktion zum Fashion Revolution Day""",Eberswalder Str.,,10437.0,,20.0,
24.04.2022,14:00,17:00,"""Unterstützung der friedlichen, algerischen Revolution"" (vom 09.01. bis 10.07.2022 - jeweils So.)",Pariser Platz,,10117.0,,10.0,6.0
24.04.2022,14:30,17:30,"""Pro-putinsche Autokorsos sind eine Schande für Berlin und gehören sofort verboten! Wir stellen uns entgegen. Stoppt Putin, stoppt den Krieg - Schließt euch an!""",Alexanderplatz,3,10178.0,,100.0,140.0
24.04.2022,15:00,18:00,"""Im Gedenken an Nguyen van Tu""",Brodowiner Ring,16,12679.0,,100.0,
25.04.2022,09:00,11:00,"""EU Taxonomie""",Platz der Republik,1,10557.0,,7.0,8.0
25.04.2022,10:00,11:00,"""Klinikoffensive""",Niederkirchnerstr.,5,10117.0,,800.0,600.0
25.04.2022,10:30,13:30,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,30.0,50.0
25.04.2022,13:00,17:00,Angriffe der türkische Staat in Süd-Kurdistan Angriffe Mit Chemische waffen in Süd-Kurdistan der Türkische Staat. Gegen Krieg in Kurdistan [sic],Platz der Republik,1,10557.0,Alternative: Platz des 18.März,150.0,36.0
25.04.2022,14:00,17:00,"""Schutz des Ukrainischen Himmels""",Willy-Brandt-Str.,1,10557.0,,100.0,70.0
25.04.2022,15:00,15:30,"""Kranzniederlegungzeremonie für die Errinerung von Völkermord an den Armeniern im Osmanischen Reich.""",Bebelplatz,,10117.0,,40.0,40.0
25.04.2022,17:00,18:30,"""Mahnwache für Frieden und Menschenrechte"" (vom 04.04. bis 27.06.2022 - jeweils Mo.)",Pariser Platz,,10117.0,,10.0,4.0
25.04.2022,17:00,19:00,"""Gemeinsinn leben. Demokratische Werte schützen."" (vom 14.03. bis 31.12.2022 - jeweils Mo.)",Stargarder Str.,,10437.0,,100.0,
25.04.2022,17:15,18:45,"""Gegen Folter und Verfolgung in Kasachstan""",Hardenbergstr.,29A,10623.0,,4.0,
25.04.2022,17:30,21:00,"""Einigkeit und Recht und Freiheit""",,,,Moritzstr. 1 (AK) - Carl-Schurz-Str. - Am Juliusturm - Havelstr. - Breite Str. - Marktplatz - Carl-Schurz-Str. - Charlottenstr. - Breite Str. - Marktplatz - Carl-Schurz-Str. - bis Höhe Rathaus Spandau (ZK) - Carl-Schurz-Brücke - Augusta-Ufer - Moritzstr. 1 (EK),150.0,70.0
25.04.2022,17:30,21:30,"""Tegel geht auf die Straße"" (vom 18.04. bis 04.07.2022 - jeweils Mo.)",,,,NEU Alt Tegel / Berliner Str. (vor C&A - AK) - Berliner Str. - Schlieperstr. - Buddestr. - Bernstorffstr. - Berliner Str. - Am Tegeler Hafen - Wilkestr. - Alt-Tegel - Alt Tegel / Berliner Str. (vor C&A - EK) ALT Alt-Tegel / Berliner Str. (vor C&A - AK) - Berliner Str. - Berliner Str. / Am Borsigturm / Ernststr. (Wendepunkt) - Berliner Str. - Berliner Str. / Alt-Tegel (vor C&A - EK),100.0,110.0
25.04.2022,17:30,23:00,"""Wir Laufen gegen die Spaltung gegen die Impfpflicht für unsere Kinder und unsere Freiheit"" (vom 28.02. bis 29.08.2022 - jeweils Mo.)",,,,"NEU: AP: Alexanderplatz, an der Weltzeituhr Dircksenstr. - Karl-Liebknecht-Str. - Prenzlauer Allee - Immanuelkirchstr. - Winsstr. - Christburger Str. - Christburger Str. (ZK) - Prenzlauer Allee - Danziger Str. - Prenzlauer Allee - Prenzlauer Allee/Wörther Str. (ZK) - Prenzlauer Allee - Mollstr. - Otto-Braun-Str. - Grunerstr. - Dircksenstr. EP: Alexanderplatz, an der Weltzeituhr ALT: AP: Alexanderplatz, an der Weltzeituhr Dircksenstr. - Karl-Liebknecht-Str. - Prenzlauer Allee - Christburger Str. - Christburger Str. 27 (ZK) - Christburger Str. - Greifswalder Str. - Greifswalder Str./Immanuelkirchstr. (ZK) - Greifswalder Str. - Otto-Braun-Str. - Alexanderstr. - Grunerstr. - Dircksenstr. EP: Alexanderplatz, an der Weltzeituhr",5000.0,150.0
25.04.2022,17:45,19:00,"""Stoppt den Krieg! Frieden und Freiheit für die Ukraine!"" (vom 25.04. bis 23.05.2022 - jeweils Mo.)",Alt-Müggelheim,,12559.0,,15.0,9.0
25.04.2022,17:45,19:20,"""nicht angezeigter coronakritischer Aufzug""",Alt-Müggelheim,22,12559.0,Alt-Müggeheim 22 - Müggelseedamm 233 - Alt-Müggelheim,50.0,38.0
25.04.2022,17:45,20:00,"""Protest gegen Hartz 4 und das Bürgergeld - Montag ist der Tag des Widerstands"" (vom 03.01. bis 20.12.2022 - jeweils Mo.)",Alexanderplatz,,10178.0,,30.0,
25.04.2022,17:45,20:30,"""Eigenverantwortung JETZT! Gemeinsam sind wir stark. Für Frieden, Freiheit und Selbstbestimmung. Für ein respektvolles Füreinander und die Wiederherstellung der Grundrechte."" (vom 11.04. bis 30.05.2022 - jeweils Mo.)",,,,Elcknerplatz - Bahnhofstr. - Lindenstr. - Alt-Köpenick - Müggelheimer Str. - Pablo-Neruda-Str. - Müggelheimer Str. - Wendenschloßstr. - Landjägerstr. - Amtsstr. - Müggelheimer Str. - Kietzer Str. - Grünstr - Schloßplatz Köpenick,300.0,120.0
25.04.2022,17:45,21:00,"""Gemeinsam leben - FÜR ein selbst bestimmtes, friedliches und tolerantes Miteinander ab sofort und in unser ALLER Zukunft"" (vom 18.04. bis 26.12.2022 - jeweils Mo.)",,,,"Breite Str. 37, in Höhe der Kirche zu den vier Evangelisten (AK) - Breite Str. - Berliner Str. - Schönhauser Allee - Stargarder Str. - Stargarder Str. 77, in Höhe der Gethsemanekirche (EK)",200.0,
25.04.2022,18:00,19:00,"""Mahnwache am Kanzleramt - Für die sofortige Stilllegung aller Atomanlagen"" (vom 10.01.2022 - 27.06.2022 - jeweils Mo.)",Willy-Brandt-Str.,1,10557.0,,20.0,4.0
25.04.2022,18:00,19:00,"""Antikriegsmahnwache - Die militärischen Auseinandersetzungen zwischen Russland und der Ukraine"" (vom 04.04. bis 27.06.2022 - jeweils Mo.)",Alexanderplatz,,10178.0,,10.0,5.0
25.04.2022,18:00,19:55,"nicht angemeldete coronakritische Versammlung ""Lichtenrade""",Bahnhofstr.,21,12305.0,Bahnhofstraße 21 <> Goltzstr.1,27.0,27.0
25.04.2022,18:00,20:00,"""Keine Impfzertifikate, keine Impf-Pflichten, keine Tests, keine Masken, kein ""G""-Regime!""",,,,"Spandauer Damm, gegenüber des Albrecht-Denkmals (AK) - Spandauer Damm - Otto-Suhr-Allee - Wilmersdorfer Str. - Kantstr. - Breitscheidplatz nord./westl.",150.0,87.0
25.04.2022,18:00,20:00,"""Coronamaßnahmen in Öpnv / Impfpflicht für Medizin. Angestellte beenden.""",,,,Wilmersdorfer Str. - Kantstr. - Krumme Str. - Pestalozzistr. - Wilmersdorfer Str.,100.0,7.0
25.04.2022,19:00,20:00,"""Mahnwache: Konsequentes Nachtflugverbot von 22 Uhr bis 6 Uhr am Flughafen BER. Kurzstreckenflüge gehören auf die Schiene. Alle Messdaten der Ultrafeinstaubmessung am Flughafen BER müssen öffentlich werden. Die Subventionierung des Flughafens und der Billigairlines muss beendet werden, denn wer fliegt oder Flüge anbietet, muss die tatsächlichen Kosten zahlen."" (vom 07.02. bis 01.08.2022 - jeweils Mo.)",Bölschestr.,,12587.0,,40.0,15.0
26.04.2022,05:00,08:00,""" Weapons for Ukraine""",Straße des 17. Juni,4,10557.0,vor dem Sowjetischen Ehrenmahl Verlegung vom 24.04.2022!,100.0,10.0
26.04.2022,07:00,09:00,"""Schnelles Ölembargo gegenüber Russland""",Pariser Platz,,10117.0,,6.0,6.0
26.04.2022,10:30,13:00,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,4.0
26.04.2022,11:00,16:00,"""Protest gegen den Krieg Russlands in der Ukraine""",Unter den Linden,63,10117.0,,10.0,25.0
26.04.2022,11:00,16:00,"""50 Jahre BAföG - (K)ein Grund zum feiern!""",Kapelle-Ufer,1,10117.0,,30.0,18.0
26.04.2022,13:00,13:45,"""Beflaggung anlässlich des Tages der lesbischen Sichtbarkeit""",Salzburger Str.,21-25,10825.0,,25.0,
26.04.2022,14:00,16:30,"""Mehr Bullerbü wagen"": Sichere Radwege für Berliner Schüler*innen und ihre Gäste - umweltgerechte Mobilität für alle Menschen ermöglichen!",,,,"NEU: Gottschedstr. 23 – Reinickendorfer Str. – Osloer Str. – Drontheimer Str. – Provinzstr. – Soldiner Str. – Holzstr. – Provinzstr. – Buddestr. – Schützenstr. – Am Bürgerpark – Kinderbauernhof PinkePanke (ZK 1) – Am Bürgerpark – Wilhelm-Kuhr-Str. – Schulzestr. – Wollankstr. – Prinzenallee – Osloer Str. – Malmöer Str. – Behmstr. – Schwedter Steg – Schwedter Str. – Mauerpark (ZK 2) – Bernauer Str. – Ackerstr. – Mauergedenkstätte (ZK 3) – Brunnenstr. – Badstr. – Böttger Str. – Thurneysser Str. – Brunnenplatz (EP) ALT: Gottschedstr. 4 - Provinzstr. - Am Bürgerpark zum Kinderbauernhof PinkePanke - Schulzestr. - Wollankstr. - Prinzenallee - Osloer Str. - Malmöer Str. - Behmstr. - Schwedter Steg - Schwedter Str. - Mauerpark (ZK) - Bernauerstr. - Mauergedenkstätte, Wende - Brunnenstr. - Badstr. - Pankstr. – Schönstedtstr. - Gottschedstr. 4",50.0,46.0
26.04.2022,16:00,18:00,"""Bürgerinnen und Bürger äußern ihre Meinung zu Frieden, Freiheit, Demokratie und Grundrechten sowie zu den negativen Auswirkungen der Corona-Maßnahmen."" (vom 05.04. bis 26.04.2022 - jeweils Di.)",Alt-Köpenick,21,12555.0,,35.0,20.0
26.04.2022,16:15,18:15,"""Gegenprotest zu ""Menschen mit Schildern""! - Solidarität und Wissenschaft statt Verschwörungsideologie!"" (vom 08.02. bis 03.05.2022 - jeweils Di.)",Schloßstr.,30,12163.0,,30.0,6.0
26.04.2022,17:00,18:00,"""Gedenken Else Jahn""",Berliner Allee,23,13088.0,,20.0,20.0
26.04.2022,17:00,18:30,"""Gegendemonstration gegen Impfgegner/innen und rechtsextreme Verschwörungsideologen/innen"" (vom 05.04. bis 31.05.2022 - jeweils Di.)",Kieler Str.,,12163.0,,15.0,18.0
26.04.2022,17:00,18:30,"""Menschen mit Schildern"" (vom 04.01. bis 27.12.2022 - jeweils Di.)",Hermann-Ehlers-Platz,,12165.0,"zusätzlich Muthesiusstr., in Nähe zum Dönerstand",30.0,20.0
26.04.2022,17:00,19:00,"""Waffen fur Ukraine!""",Stauffenbergstr.,,10785.0,,300.0,127.0
26.04.2022,17:45,21:00,"""Tag der Lesbischen Sichtbarkeit: Fahrraddemo L*eben""",,,,Mariannenplatz (Feuerwehrbrunnen) (AP) – Mariannenstr. – Heinrichplatz – Oranienstr. – Adalbertstr. – Kottbusser Tor – Kottbusser Str. - - Kottbusser Brücke – Kottbusser Damm – Sonnenallee – Erkstr. – Karl-Marx-Str. – Hermannplatz – Hasenheide – Südstern – Gneisenaustr. – Yorckstr. – Katzbachstr. – Monumentenstr. – Monumentenstr. 13 a-c (EP),150.0,70.0
26.04.2022,18:00,19:00,"""Menschenrechte in Belarus- Freilassung von Viasna- Aktivist_innen""",Pariser Platz,,10117.0,,20.0,15.0
26.04.2022,18:00,20:00,"""Der Tschernobyl-Weg - Erinnerung an die Katastrophe in Tschernobyl.""",,,,Bebelplatz (AK) - Unter den Linden - Karl-Liebknecht-Str. - Alexanderstr. - Otto-Braun-Str. Ecke Karl-Marx-Allee (vor dem Haus der Statistik),150.0,30.0
26.04.2022,18:40,19:15,"""Wir pfeifen auf Stuttgart 21"" (vom 05.04. bis 28.06.2022 - jeweils Di.)",Potsdamer Platz,,10785.0,,5.0,7.0
27.04.2022,07:30,09:00,"""Tarifauseinandersetzung Vivantes Tochterunternehmen (Protestkundgebung)""",Aroser Allee,72-76,13407.0,vor dem Hauptgebäude Vivantes Netzwerk für Gesundheit Aroser Allee 72-76,30.0,30.0
27.04.2022,09:30,12:00,"""Ergänzungshaushalt: Ernährung""",Willy-Brandt-Str.,1,10557.0,,25.0,25.0
27.04.2022,10:00,12:00,"""Vattenfall - Raus aus Kohle, Gas und Holz!""",An der Putlitzbrücke,,13353.0,,15.0,14.0
27.04.2022,10:30,13:00,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,2.0
27.04.2022,11:00,21:00,"""Im Gedenken an die Opfer der Agenda 2010""",Leopoldplatz,,13353.0,,10.0,
27.04.2022,13:00,14:00,"""&#304;lker &#350;ahin will sein Aufenthaltsrecht zurück.""",Alt-Moabit,140,10557.0,,10.0,3.0
27.04.2022,15:00,16:00,"""Antikriegsmahnwache - Kein Krieg und keine Kriegshetze gegen Russland! NATO-Hände weg von der Ukraine und anderen Ländern, die in ihrem Fadenkreuz stehen!"" (vom 06.04. bis 29.06.2022 - jeweils )",Pariser Platz,,10117.0,,15.0,5.0
27.04.2022,16:30,19:30,"""Marsch des Lebens: „Mit Herz und zu Fuß: Erinnern, Versöhnen und ein Zeichen setzen!“ - Kundgebung gegen Antisemitismus, für Israel""",,,,Anhalter Bahnhof – Anhalter Straße - Wilhelmstr. – Hannah- Ahrendt-Str. – Ebertstr. – Behrenstr. – Glinkastr. - Unter den Linden - Pariser Platz,1000.0,200.0
27.04.2022,17:00,18:30,"""Gedenken an Shoa-Opfer in Weißensee""",Smetanastr.,53,13088.0,,35.0,8.0
27.04.2022,17:00,19:30,"""Erneute Hoffnung auf eine koreanische Wiedervereinigung anlässlich des 4. Jahrestags der gemeinsamen Erklärung von Nord- und Südkorea vom 27. 4. 2018""",Platz des 18. März,,10117.0,,100.0,60.0
27.04.2022,17:30,19:30,"""Amazon ist kein guter Nachbar""",U-Bhf. Warschauer Str.,,10245.0,,60.0,70.0
27.04.2022,17:30,20:15,"""Animal Rights Square - Video-Aktion zur Aufklärung über die Tierindustrie""",Alexanderplatz,9,10178.0,,12.0,5.0
